idEstado,idHojaVida,idHVEduUniversitaria,intItemEduUni,strAnioBachiller,strAnioTitulo,strBachillerEduUni,strCarreraUni,strConcluidoEduUni,strEduUniversitaria,strEgresadoEduUni,strMetodoAccion,strOrder,strTengoEduUniversitaria,strTituloUni,strUniversidad,strUsuario,strComentario,fecha_registro
1,133851,136548,1,,,0,PROFESOR-PEDAGOGO,1,1,1,,,1,0,INSTITUTO PEDAGOGICO NACIONAL,,,2021-02-21 12:00:47
1,133959,136792,1,1991,,0,BACHILLER EN TRADUCCION E INTERPRETACION,1,1,1,,,1,0,UNIVERSIDAD FEMENINA DEL SAGRADO CORAZON,,,2021-02-21 12:00:47
1,136787,140702,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,133867,136568,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,133908,136642,1,1989,,0,BACHILLER EN DERECHO Y CIENCIAS POLÍTICAS,1,1,1,,,1,0,UNIVERSIDAD NACIONAL FEDERICO VILLAREAL - LIMA,,,2021-02-21 12:00:47
1,133908,137095,2,1997,,0,ABOGADO,1,1,1,,,1,0,UNIVERSIDAD PERUANA LOS ANDES,,,2021-02-21 12:00:47
1,133897,136623,1,1993,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,133897,136624,2,1992,,,BACHILLER EN DERECHO,1,1,1,,,1,,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,133847,136534,1,2015,,,LICENCIADO EN ADMINISTRACION Y CIENCIAS POLICIALES,1,1,1,,,1,,ESCUELA DE OFICIALES DE LA POLICIA NACIONAL DEL PERÚ,,,2021-02-21 12:00:47
1,133847,136535,2,2014,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD PARTICULAR DE CHICLAYO,,,2021-02-21 12:00:47
1,133847,136536,3,2013,,,BACHILLER EN DERECHO,1,1,1,,,1,,UNIVERSIDAD PARTICULAR DE CHICLAYO,,,2021-02-21 12:00:47
1,133847,136537,4,2009,,,BACHILLER EN EDUCACION,1,1,1,,,1,,UNIVERSIDAD SAN PEDRO,,,2021-02-21 12:00:47
1,133847,136538,5,2008,,,BACHILLER EN ADMINISTRACION Y CIENCIAS POLICIALES,1,1,1,,,1,,ESCUELA DE OFICIALES DE LA POLICIA NACIONAL DEL PERÚ,,,2021-02-21 12:00:47
1,133873,136577,1,2012,,,LICENCIADO EN ADMINISTRACION,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,133873,136578,2,2010,,,BACHILLER EN CIENCIAS ADMINISTRATIVAS,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,133873,136592,3,,,0,DERECHO Y CIENCIAS POLÍTICAS,2,1,0,,,1,0,INCA GARCILASO DE LA VEGA,,,2021-02-21 12:00:47
1,133890,136611,1,1996,,,INGENIERO ELECTRICISTA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ,,,2021-02-21 12:00:47
1,133890,136612,2,1992,,,BACHILLER EN INGENIERIA ELECTRICA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ,,,2021-02-21 12:00:47
1,133821,136507,1,2006,,0,OBSTETRIZ,1,1,1,,,1,0,UNIVERSIDAD DANIEL ALCIDES CARRIÓN,,,2021-02-21 12:00:47
1,135921,139548,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,136194,139842,1,1985,,,ECONOMISTA,1,1,1,,,1,,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,135950,139503,1,2006,,,Bachiller en Derecho,1,1,1,,,1,,UNIVERSIDAD SEÑOR DE SIPÁN,,,2021-02-21 12:00:47
1,136215,139882,1,2001,,,LICENCIADO EN EDUCACION - ESPECIALIDAD: EDUCACION FISICA,1,1,1,,,1,,UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO,,,2021-02-21 12:00:47
1,136338,140048,1,2005,,,BACHILLER EN DERECHO,1,1,1,,,1,,UNIVERSIDAD SEÑOR DE SIPÁN,,,2021-02-21 12:00:47
1,134276,137130,1,2009,,,BACHILLER EN INGENIERIA CIVIL,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE CAJAMARCA,,,2021-02-21 12:00:47
1,134032,136808,1,2006,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD PARTICULAR DE CHICLAYO,,,2021-02-21 12:00:47
1,134032,136809,2,2006,,,BACHILLER EN DERECHO,1,1,1,,,1,,UNIVERSIDAD PARTICULAR DE CHICLAYO,,,2021-02-21 12:00:47
1,133966,136716,1,2000,,,LICENCIADO EN EDUCACION ESPECIALIDAD: FILOSOFIA Y CIENCIAS SOCIALES,1,1,1,,,1,,UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO,,,2021-02-21 12:00:47
1,133966,136717,2,1989,,,ECONOMISTA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DEL CALLAO,,,2021-02-21 12:00:47
1,133966,136718,3,1987,,,BACHILLER EN ECONOMIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DEL CALLAO,,,2021-02-21 12:00:47
1,134268,137119,1,2019,,,CONTADOR PÚBLICO,1,1,1,,,1,,UNIVERSIDAD CÉSAR VALLEJO S.A.C.,,,2021-02-21 12:00:47
1,134268,137120,2,2018,,,BACHILLER EN CONTABILIDAD,1,1,1,,,1,,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,,,2021-02-21 12:00:47
1,133977,136733,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,136093,139708,1,2019,,,LICENCIADA EN ECOTURISMO,1,1,1,,,1,,UNIVERSIDAD NACIONAL AMAZÓNICA DE MADRE DE DIOS,,,2021-02-21 12:00:47
1,136105,139731,1,,,0,UNIVERSIDAD ANDINA DEL CUZCO,1,1,1,,,1,0,UNIVERSIDAD ANDINA DEL CUZCO,,,2021-02-21 12:00:47
1,136112,140593,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,136732,140617,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135333,140491,1,1997,,0,BACHILLER,1,1,1,,,1,0,UNIVERSIDAD PRIVADA ANTENOR ORREGO DE TRUJILLO,,,2021-02-21 12:00:47
1,135333,140492,2,2000,,0,ABOGADA,1,1,1,,,1,0,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,,,2021-02-21 12:00:47
1,135417,138735,1,2016,,,INGENIERO INDUSTRIAL,1,1,1,,,1,,UNIVERSIDAD ALAS PERUANAS S.A.,,,2021-02-21 12:00:47
1,135417,140978,2,2015,,0,BACHILLER,1,1,1,,,1,0,UNIVERSIDAD ALAS PERUANAS SA,,,2021-02-21 12:00:47
1,135421,138742,1,2017,,,BACHILLER EN EDUCACION,1,1,1,,,1,,UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO,,,2021-02-21 12:00:47
1,135424,138746,1,1995,,,LICENCIADO EN CIENCIAS DE LA INFORMACION,1,1,1,,,1,,UNIVERSIDAD DE PIURA,,,2021-02-21 12:00:47
1,135424,140823,2,1994,,0,BACHILLER EN ARTES CON MENCION EN PERIODISMO,1,1,1,,,1,0,UNIVERSIDAD DE PIURA,,,2021-02-21 12:00:47
1,135425,138747,1,2013,,,INGENIERO CIVIL,1,1,1,,,1,,UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE,,,2021-02-21 12:00:47
1,135425,138991,2,2000,,0,INGENIERO AGRONOMO,1,1,1,,,1,0,UNIVERSIDAD NACIONAL DE PIURA,,,2021-02-21 12:00:47
1,135426,138959,1,2019,,0,EGRESADA DE LA CARRERA DE DERECHO,1,1,1,,,1,0,UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE,,SE ESTA TRAMINTANDO SU BACHILLERATO,2021-02-21 12:00:47
1,135427,138749,1,2014,,,BACHILLER EN INGENIERIA CIVIL,1,1,1,,,1,,UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE,,,2021-02-21 12:00:47
1,135427,138921,2,2006,,0,ARQUITECTO,1,1,1,,,1,0,UNIVERSIDAD NACIONAL DE PIURA,,,2021-02-21 12:00:47
1,134402,137291,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134973,138069,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134411,137302,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134407,137294,1,2006,,,LICENCIADO EN ENFERMERIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,,,2021-02-21 12:00:47
1,133855,136554,1,1997,,,Abogado,1,1,1,,,1,,UNIVERSIDAD DE LIMA,,,2021-02-21 12:00:47
1,133855,136555,2,1996,,,Bachiller en Derecho y Ciencias Políticas,1,1,1,,,1,,UNIVERSIDAD DE LIMA,,,2021-02-21 12:00:47
1,134209,137050,1,,,0,EAP CIENCIAS POLITICAS,1,1,1,,,1,0,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS - UNMSM,,,2021-02-21 12:00:47
1,134245,137087,1,2018,,,CONTADOR PÚBLICO,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA,,,2021-02-21 12:00:47
1,134245,137088,2,2016,,,BACHILLER EN CIENCIAS CONTABLES,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA,,,2021-02-21 12:00:47
1,133902,136644,1,,,0,DERECHO,2,1,2,,,1,0,UNIVERSIDAD SAN MARTIN DE PORRES -USMP,,CARRERA NO CONCLUIDA,2021-02-21 12:00:47
1,134294,141650,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134296,137879,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134297,137904,1,,,0,DERECHO Y CIENCIAS POLITICAS,2,1,0,,,1,0,UNIVERSIDAD PRIVADA DE TACNA,,,2021-02-21 12:00:47
1,134298,137909,1,,,0,DERECHO Y CIENCIA POLITICA,2,1,2,,,1,0,UNIVERSIDAD ALAS PERUANAS,,,2021-02-21 12:00:47
1,134454,137366,1,2010,,0,BACHILLER,1,1,0,,,1,0,UNSCH,,,2021-02-21 12:00:47
1,134357,137228,1,2020,,,BACHILLER EN CONTABILIDAD Y FINANZAS,1,1,1,,,1,,UNIVERSIDAD PERUANA LOS ANDES,,,2021-02-21 12:00:47
1,134371,137241,1,2013,,,CIRUJANO DENTISTA,1,1,1,,,1,,UNIVERSIDAD ALAS PERUANAS S.A.,,,2021-02-21 12:00:47
1,134371,137242,2,2012,,,BACHILLER EN ESTOMATOLOGIA,1,1,1,,,1,,UNIVERSIDAD ALAS PERUANAS S.A.,,,2021-02-21 12:00:47
1,134371,137243,3,2005,,,BACHILLER EN CIENCIAS ADMINISTRATIVAS,1,1,1,,,1,,UNIVERSIDAD PERUANA UNIÓN,,,2021-02-21 12:00:47
1,134392,137278,1,2010,,,LICENCIADA EN EDUCACION PRIMARIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA,,,2021-02-21 12:00:47
1,134101,136895,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,133844,136532,1,1992,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD DE LIMA,,,2021-02-21 12:00:47
1,133844,136533,2,1992,,,BACHILLER EN DERECHO Y CIENCIAS POLÍTICAS,1,1,1,,,1,,UNIVERSIDAD DE LIMA,,,2021-02-21 12:00:47
1,134075,136863,1,2007,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,134075,136864,2,2005,,,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,133993,136750,1,2014,,,LICENCIADO EN PERIODISMO,1,1,1,,,1,,ESCUELA DE PERIODISMO JAIME BAUSATE Y MEZA,,,2021-02-21 12:00:47
1,133993,136751,2,2013,,,BACHILLER EN PERIODISMO,1,1,1,,,1,,ESCUELA DE PERIODISMO JAIME BAUSATE Y MEZA,,,2021-02-21 12:00:47
1,134103,136896,1,2008,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,134103,136897,2,2007,,,BACHILLER EN DERECHO,1,1,1,,,1,,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,137756,142062,1,1993,,,LICENCIADO EN TRABAJO SOCIAL,1,1,1,,,1,,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,,,2021-02-21 12:00:47
1,134025,136806,1,2008,,0,DERECHO Y CIENCIAS POLITICAS,1,1,1,,,1,0,UNIVERSIDAD CATÓLICA DE CHIMBOTE,,TITULO PROFESIONAL,2021-02-21 12:00:47
1,133921,136654,1,2011,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,133921,136655,2,2010,,,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,134038,136820,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,133903,136628,1,2018,,,BACHILLER EN DERECHO Y CIENCIAS POLÍTICAS,1,1,1,,,1,,UNIVERSIDAD PERUANA LOS ANDES,,,2021-02-21 12:00:47
1,133911,136637,1,2010,,,BACHILLER EN CIENCIAS DE LA EDUCACION,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE,,,2021-02-21 12:00:47
1,134040,136823,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134065,137885,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134059,136847,1,2013,,,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIONALES,1,1,1,,,1,,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,,,2021-02-21 12:00:47
1,134111,136907,1,2014,,,ABOGADA,1,1,1,,,1,,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,,,2021-02-21 12:00:47
1,134111,136908,2,2012,,,BACHILLER EN DERECHO,1,1,1,,,1,,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,,,2021-02-21 12:00:47
1,133916,136647,1,2012,,,LICENCIADO EN CIENCIAS DE LA COMUNICACION,1,1,1,,,1,,UNIVERSIDAD PERUANA UNIÓN,,,2021-02-21 12:00:47
1,133916,136648,2,2011,,,BACHILLER EN CIENCIAS DE LA COMUNICACION,1,1,1,,,1,,UNIVERSIDAD PERUANA UNIÓN,,,2021-02-21 12:00:47
1,134109,136906,1,2009,,,BACHILLER EN EDUCACION,1,1,1,,,1,,UNIVERSIDAD DE SAN MARTÍN DE PORRES,,,2021-02-21 12:00:47
1,134109,140209,2,2010,,0,LICENCIADA EN EDUCACION INICIAL,1,1,1,,,1,0,UNIVERSIDAD DE SAN MARTIN DE PORRES,,,2021-02-21 12:00:47
1,134097,136891,1,2019,,,BACHILLER EN DERECHO,1,1,1,,,1,,UNIVERSIDAD PERUANA DE CIENCIAS E INFORMÁTICA,,,2021-02-21 12:00:47
1,134349,137218,1,2019,,,LICENCIADA EN ADMINISTRACION DE NEGOCIOS INTERNACIONALES,1,1,1,,,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,,,2021-02-21 12:00:47
1,134349,137219,2,2018,,,BACHILLER EN ADMINISTRACION DE NEGOCIOS INTERNACIONALES,1,1,1,,,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,,,2021-02-21 12:00:47
1,133900,136627,1,1993,,,BACHILLER EN CIENCIAS ADMINISTRATIVAS,1,1,1,,,1,,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,,,2021-02-21 12:00:47
1,133909,136633,1,2018,,,BACHILLER EN INGENIERÍA MECATRÓNICA,1,1,1,,,1,,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,,,2021-02-21 12:00:47
1,133926,136656,1,1989,,,LICENCIADO EN ADMINISTRACION,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE,,,2021-02-21 12:00:47
1,133926,136657,2,1987,,,BACHILLER EN ADMINISTRACION,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE,,,2021-02-21 12:00:47
1,134089,136882,1,2013,,,LICENCIADA EN BIBLIOTECOLOGIA Y CIENCIAS DE LA INFORMACION,1,1,1,,,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,,,2021-02-21 12:00:47
1,134089,136883,2,2011,,,BACHILLER EN BIBLIOTECOLOGIA Y CIENCIAS DE LA INFORMACION,1,1,1,,,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,,,2021-02-21 12:00:47
1,133914,136645,1,2018,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SOCIEDAD ANÓNIMA CERRADA,,,2021-02-21 12:00:47
1,133914,136646,2,2017,,,BACHILLER EN DERECHO,1,1,1,,,1,,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA SOCIEDAD ANÓNIMA CERRADA,,,2021-02-21 12:00:47
1,133913,136643,1,2009,,,LICENCIADO EN HISTORIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,,,2021-02-21 12:00:47
1,134100,136893,1,2010,,,BACHILLER EN CIENCIAS AGRONOMIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA,,,2021-02-21 12:00:47
1,133907,136630,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134107,136900,1,2011,,,BACHILLER EN EDUCACION,1,1,1,,,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,,,2021-02-21 12:00:47
1,134091,136884,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134095,136887,1,2015,,,ABOGADA,1,1,1,,,1,,UNIVERSIDAD ALAS PERUANAS S.A.,,,2021-02-21 12:00:47
1,134095,136888,2,2012,,,BACHILLER EN DERECHO,1,1,1,,,1,,UNIVERSIDAD ALAS PERUANAS S.A.,,,2021-02-21 12:00:47
1,134345,137209,1,2019,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,134345,137210,2,2019,,,BACHILLER EN DERECHO Y CIENCIAS POLÍTICAS,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,134201,137030,1,1979,,,ENFERMERA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA,,,2021-02-21 12:00:47
1,134201,137031,2,1979,,,BACHILLER EN ENFERMERIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA,,,2021-02-21 12:00:47
1,133989,136745,1,1998,,,CIRUJANO DENTISTA,1,1,1,,,1,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,,,2021-02-21 12:00:47
1,133989,136746,2,1998,,,BACHILLER EN ODONTOLOGIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,,,2021-02-21 12:00:47
1,133981,136732,1,1988,,,BACHILLER EN DERECHO Y CIENCIAS POLITICAS,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,134003,136763,1,2003,,,BACHILLER EN EDUCACION,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA,,,2021-02-21 12:00:47
1,134003,136779,2,2004,,0,LICENCIADA EN EDUCACION,1,1,1,,,1,0,UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA PERUANA,,,2021-02-21 12:00:47
1,133960,136704,1,2013,,,BACHILLER EN EDUCACION,1,1,1,,,1,,UNIVERSIDAD CIENTÍFICA DEL PERÚ,,,2021-02-21 12:00:47
1,133960,136705,2,1996,,,MEDICO CIRUJANO ESPECIALISTA EN GINECO-OBSTETRICIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,,,2021-02-21 12:00:47
1,133960,136706,3,1979,,,BACHILLER EN MEDICINA,1,1,1,,,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,,,2021-02-21 12:00:47
1,133960,136707,4,1979,,,MEDICO CIRUJANO,1,1,1,,,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,,,2021-02-21 12:00:47
1,133960,137363,5,2013,,0,LICENCIADO EN EDUCACION,1,1,1,,,1,0,UNIVERSIDAD CIENTÍFICA DEL PERÚ,,,2021-02-21 12:00:47
1,134698,137698,1,,,0,DERECHO COORPORATIVO,2,1,0,,,1,0,TELESUP,,ESTUDIANTE DEL VII CICLO,2021-02-21 12:00:47
1,134361,137235,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134368,137245,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134374,137253,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134711,137749,1,,,0,CUARTO CICLO,2,1,0,,,1,0,UNIVERSIDAD TEGNOLOGICA DE LOS ANDES,,,2021-02-21 12:00:47
1,135047,138201,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134366,137244,1,2018,,0,EGRESADO,1,1,1,,,1,0,UNIVERSIDAD NACIONAL SAN ANTONIO ABAB DEL CUSCO,,,2021-02-21 12:00:47
1,134395,137284,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135529,138919,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,136033,139623,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,136067,139660,1,2019,,,LICENCIADA EN ADMINISTRACIÓN TURÍSTICA Y HOTELERA,1,1,1,,,1,,UNIVERSIDAD NACIONAL HERMILIO VALDIZÁN DE HUÁNUCO,,,2021-02-21 12:00:47
1,135723,139169,1,1998,,,MEDICO VETERINARIO,1,1,1,,,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,,,2021-02-21 12:00:47
1,134820,137854,1,2006,,,LICENCIADO EN CIENCIA SOCIAL: ARQUEOLOGIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA,,,2021-02-21 12:00:47
1,134820,140580,2,1990,,0,LICENCIADO EN EDUCACION SECUNDARIA,1,1,1,,,1,0,UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA,,,2021-02-21 12:00:47
1,136981,140997,1,2009,,,LICENCIADA EN ENFERMERIA,1,1,1,,,1,,UNIVERSIDAD ALAS PERUANAS S.A.,,,2021-02-21 12:00:47
1,136981,141002,2,2002,,0,BACHILLER EN CIENCIAS DE LA ENFERMERIA,1,1,1,,,1,0,UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA,,,2021-02-21 12:00:47
1,134837,137880,1,2019,,,SEGUNDA ESPECIALIDAD PROFESIONAL EN DIDACTICA DE LA COMUNICACION EN EDUCACION SECUNDARIA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA,,,2021-02-21 12:00:47
1,134837,140544,2,2017,,0,DERECHO,1,1,1,,,1,0,UNIVERSIDAD INCA GARCILAZO DE LA VEGA,,,2021-02-21 12:00:47
1,134837,140545,3,2006,,0,BACHILLER EN EDUCACION,1,1,2,,,1,0,UNIVERSIDAD MAYOR DE SAN MARCOS,,,2021-02-21 12:00:47
1,134850,137905,1,2019,,,BACHILLER EN INGENIERIA AGRICOLA,1,1,1,,,1,,UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA,,,2021-02-21 12:00:47
1,135245,138505,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135210,138443,1,2007,,,BACHILLER EN DERECHO Y CIENCIA POLITICA,1,1,1,,,1,,UNIVERSIDAD LOS ÁNGELES DE CHIMBOTE,,,2021-02-21 12:00:47
1,135207,138442,1,,,0,ADMINISTRACIÓN DE EMPRESA,2,1,2,,,1,0,UNIVERSIDAD CESAR VALLEJO,,,2021-02-21 12:00:47
1,135231,138480,1,2002,,0,PROFESOR DE EDUCACIÓN SECUNDARIA EN COMUNICACIÓN,1,1,1,,,1,0,UNIVERSIDAD PRIVADA DE SAN PEDRO,,SIN TITULO,2021-02-21 12:00:47
1,135304,138585,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,134425,137320,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,136995,141014,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,136288,139982,1,2010,,,ABOGADO,1,1,1,,,1,,UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL,,,2021-02-21 12:00:47
1,136295,139998,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135343,138637,1,2018,,,BACHILLER EN MEDICINA VETERINARIA Y ZOOTÉCNIA,1,1,1,,,1,,UNIVERSIDAD CATÓLICA DE SANTA MARÍA,,,2021-02-21 12:00:47
1,135382,138698,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135413,138732,1,2018,,,BACHILLER EN INGENIERÍA INDUSTRIAL,1,1,1,,,1,,UNIVERSIDAD AUTÓNOMA SAN FRANCISCO S.A.C.,,,2021-02-21 12:00:47
1,135467,138832,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135905,139450,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135537,138885,1,,,0,,0,0,0,,,2,0,,,,2021-02-21 12:00:47
1,135272,138530,1,2007,,,INGENIERA QUIMICO,1,1,1,,,1,,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ,,,2021-02-21 12:00:47
1,135262,138520,1,,,0,-,2,1,2,,,1,0,UNIVERSIDAD PERUANA DE LOS ANDES,,,2021-02-21 12:00:47
1,135314,138596,1,2016,,,BACHILLER EN ADMINISTRACIÓN Y SISTEMAS,1,1,1,,,1,,UNIVERSIDAD PERUANA LOS ANDES,,,2021-02-21 12:00:47
1,135327,139293,1,2019,,0,EDUCACION INICIAL,1,1,1,,,1,0,ISP TEODORO PEÑALOZA CHUPACA,,,2021-02-21 12:00:47
1,134375,137254,1,2012,,,ECONOMISTA,1,1,1,,,1,,UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO,,,2021-02-21 12:00:47
1,134375,137255,2,2008,,,BACHILLER EN ECONOMIA,1,1,1,,,1,,UNIVERSIDAD PARTICULAR DE CHICLAYO,,,2021-02-21 12:00:47
