idEstado,idHojaVida,idHVPosgrado,intItemPosgrado,strAnioPosgrado,strCenEstudioPosgrado,strConcluidoPosgrado,strEgresadoPosgrado,strEsDoctor,strEsMaestro,strEspecialidadPosgrado,strTengoPosgrado,strUsuario,strComentario
1,135709,132002,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135700,131999,1,,INSTITUTO NACIONAL DE ADMINISTRACION PUBLICA,1,1,0,2,EGRESADO MAESTRIA EN GESTION GUBERNAMENTAL,1,,EN 1995 MEDIANTE LEY 26507 SE DISOLVIO EL INSTITUTO DE ADMINISTRACION PUBLICA,2021-03-14 14:20:15
1,135483,131772,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135670,131972,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,1,1,0,2,EGRESADO EN GESTION MUNICIPAL Y DESARROLLO LOCAL,1,,,2021-03-14 14:20:15
1,135688,131990,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136475,132825,1,,UNIVERSIDAD PERUANA INCA GARCILAZO DE LA VEGA,1,1,0,2,EGRESADO,1,,SIN OBTENCION DEL GRADO,2021-03-14 14:20:15
1,135509,131852,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135521,131817,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136393,132686,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135592,131885,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136640,132920,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135667,131959,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136143,132437,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136873,133169,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136341,132638,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135677,131969,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136797,133083,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137201,133497,1,,ESCUELA DE POST-GRADO DE LA UNIVERSIDAD PRIVADA DE TACNA,1,1,0,2,MAESTRO EN DERECHO CON MENCIÓN EN DERECHO CIVIL Y COMERCIAL,1,,,2021-03-14 14:20:15
1,136920,133236,1,,UNIVERSIDAD PRIVADA DE TACNA,1,1,0,2,MAESTRO CON MENCIÓN EN DOCENCIA UNIVERSITARIA Y GESTION UNIVERSITARIA,1,,GRADO DE MAESTRIA EN TRAMITE,2021-03-14 14:20:15
1,136371,132848,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135547,131851,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135799,132084,1,2018,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN,1,1,1,0,DOCTOR EN EPIDEMIOLOGIA,1,,,2021-03-14 14:20:15
1,135166,131496,1,,UNIVERSIDAD NACIONAL DE PIURA,1,1,0,2,MAESTRIA EN DERECHO MENCION DERECHO TRIBUTARIO Y LABORAL,1,,,2021-03-14 14:20:15
1,136120,132411,1,2017,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRA EN ADMINISTRACIÓN DE LA EDUCACIÓN,1,,,2021-03-14 14:20:15
1,136128,132422,1,,UNIVERSIDAD NACIONAL DE PIURA,2,0,0,0,DERECHO CONSTITUCIONAL,1,,,2021-03-14 14:20:15
1,136819,133107,1,,UNIVERSIDAD ESAN,1,1,0,2,DIPLOMADO EN GESTION MUNICIPAL,1,,,2021-03-14 14:20:15
1,136844,133131,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137554,133849,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137070,133373,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137218,133515,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137267,133564,1,,UNIVERSIDAD PARTICULAR INCA GARCILAZO DE LA VEGA,1,1,2,0,NO,1,,,2021-03-14 14:20:15
1,137236,133616,1,2012,ENRIQUE GUZMAN Y VALLE LA CANTUTA,1,1,0,1,MAGISTER EN CIENCIAS DE LA EDUCACION,1,,,2021-03-14 14:20:15
1,137207,133503,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134526,130923,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134547,130942,1,2020,UNIVERSIDAD ABAD OLIBA CEU,1,1,0,1,MASTER EN DERECHO PUBLICO,1,,TITULO PENDIENTE DE APOSTILLA E INSCRIPCIÓN EN SUNEDU,2021-03-14 14:20:15
1,134553,130945,1,2017,UNIVERSIDAD ESAN,1,1,0,1,MAESTRO EN ORGANIZACIÓN Y DIRECCIÓN DE PERSONAS,1,,,2021-03-14 14:20:15
1,134636,131029,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134641,131032,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134643,131035,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134035,130494,1,1997,UNIVERSIDAD ESAN,1,1,0,1,MAGISTER EN ADMINISTRACION,1,,,2021-03-14 14:20:15
1,134058,130515,1,1972,UNIVERSIDAD PERUANA CAYETANO HEREDIA,1,1,0,1,MAGISTER EN BIOLOGIA,1,,,2021-03-14 14:20:15
1,133809,130288,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134001,130460,1,,"UNIVERSIDAD DE PESQUERÍA, TOKIO- JAPÓN",1,1,0,2,ARTES Y MÉTODOS DE PESCA,1,,,2021-03-14 14:20:15
1,133942,130573,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134182,131079,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133762,130303,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133816,130294,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133835,130331,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133833,130310,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134098,130657,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133743,130229,1,1976,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,1,1,0,1,MAGISTER EN SOCIOLOGIA,1,,,2021-03-14 14:20:15
1,134118,130575,1,,UNIVERSIDAD FEMENINA DEL SAGRADO CORAZON,1,1,0,2,DERECHO CIVIL CON MENCIÓN EN FAMILIA,1,,,2021-03-14 14:20:15
1,133754,130499,1,,UNIVERSIDAD ESAN,1,1,0,2,GESTION MUNICIPAL,1,,,2021-03-14 14:20:15
1,133963,130453,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133943,130413,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133829,130305,1,2015,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,1,1,1,0,DOCTOR EN DERECHO,1,,,2021-03-14 14:20:15
1,134083,130541,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134039,130507,1,,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERÚ,2,0,0,0,MAESTRÍA EN DERECHO PENAL,1,,,2021-03-14 14:20:15
1,134090,130549,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133760,130243,1,,FUNDACION UNIVERSITARIA SAN MARTIN,1,1,0,2,POSTGRADO EN OFTALMOLOGIA,1,,ESTUDIOS REALIZADOS EN EL AÑO 2006 EN BOGOTA DE COLOMBIA NO HA SIDO REVALIDADO EN PERU,2021-03-14 14:20:15
1,133996,130455,1,,UNIVERSIDAD ALAS PERUANAS,1,1,0,2,MAESTRÍA EN GESTIÓN PÚBLICA Y CONTROL GUBERNAMENTAL,1,,,2021-03-14 14:20:15
1,134048,130520,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133976,130574,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134576,130984,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133790,130268,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134042,130503,1,1982,UNIVERSIDAD ESAN,1,1,0,1,MAGISTER EN ADMINISTRACION,1,,,2021-03-14 14:20:15
1,133995,130449,1,1998,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,0,1,MAGISTER ESPECIALISTA EN ANALISIS BIOQUIMICO,1,,,2021-03-14 14:20:15
1,133875,130349,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133879,130357,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133979,130462,1,,UNIVERSIDAD DE SAN MARTIN DE PORRES,1,1,0,2,DERECHO CIVIL Y COMERCIAL,1,,,2021-03-14 14:20:15
1,134017,130476,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,0,2,MENCIÓN EN DERECHO CIVIL Y COMERCIAL,1,,,2021-03-14 14:20:15
1,134818,131245,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133945,130415,1,,UNIVERSIDAD SAN MARTIN DE PORRES,1,1,0,2,MAESTRIA EN DERECHO CIVIL,1,,,2021-03-14 14:20:15
1,134271,130725,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133923,130394,1,2015,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN ADMINISTRACION DE LA EDUCACION,1,,,2021-03-14 14:20:15
1,134631,133650,1,,UNIVERSIDAD NACIONAL DE SAN AGUSTÍN,2,0,0,0,MAESTRÍA EN DERECHO CONSTITUCIONAL Y TUTELA CONSTITUCIONAL,1,,,2021-03-14 14:20:15
1,134617,133696,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134619,131018,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137425,133724,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134632,131022,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134630,131024,1,,UNIVERSIDAD CATÓLICA DE SANTA MARÍA,1,1,0,2,MAESTRIA EN EDUCACION SUPERIOR,1,,,2021-03-14 14:20:15
1,137326,133613,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137370,133656,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137402,133677,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135163,131493,1,,INSTITUTO DE GOBIERNO Y DE GESTION PUBLICA - USMP,1,1,0,2,EGRESADO EN GOBIERNO Y GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,134846,131225,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134841,131218,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134488,130883,1,,UNIVERSIDAD SAN MARTIN DE PORRES,2,0,0,0,MAESTRIA EN SOLUCIÓN DE CONFLICTOS,1,,NO ESTÁN CONCLUIDOS,2021-03-14 14:20:15
1,137996,134325,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137997,134328,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137992,134319,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137985,134312,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135036,131379,1,2016,UNIVERSIDAD CATOLICA DE SANTA MARIA,1,1,0,1,EDUCACION CON MENCION EN GESTION DE LOS ENTORNOS VIRTUALES PARA EL APRENDIZAJE,1,,,2021-03-14 14:20:15
1,136042,132334,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135083,131417,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135105,131446,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134916,131257,1,2019,INSTITUTO UNIVERSITARIO DE INVESTIGACIÓN ORTEGA Y GASSET ADSCRITO A LA UNIVERSIDAD COMPLUTENSE DE MADRID,1,1,0,1,TÍTULO PROPIO DE MÁSTER EN GOBERNABILIDAD Y PROCESOS ELECTRORALES,1,,,2021-03-14 14:20:15
1,135088,131427,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135331,131838,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135553,131844,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135862,132149,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136870,133167,1,2017,TEXAS TECH UNIVERSITY,1,1,0,1,GRADO DE MAESTRO EN CIENCIAS,1,,,2021-03-14 14:20:15
1,136906,133221,1,,UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE,1,1,0,2,TESIS EXPEDITO PARA LA SUSTENTACION,1,,MAESTRIA EN ADMINISTRACION CON MENCION EN GESTION PUBLICA,2021-03-14 14:20:15
1,136924,133247,1,,UNIVERSIDAD ALAS PERUANAS,1,1,0,2,FALTA SUSTENTAR,1,,MAESTRIA EN GOBIERNOS REGIONALES Y LOCALES CONCLUIDAS FALTANDO SUSTENTAR TESIS,2021-03-14 14:20:15
1,137336,133638,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137090,133858,1,2011,UNIVERSIDAD ALAS PERUANAS,1,1,0,1,MAESTRO,1,,,2021-03-14 14:20:15
1,137171,133884,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137182,133823,1,,UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ,1,1,0,2,MAESTRO,1,,,2021-03-14 14:20:15
1,137605,133915,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137647,133969,1,,UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ,1,2,0,0,MAESTRO,1,,,2021-03-14 14:20:15
1,135973,132253,1,2015,UNIVERSIDAD ESAN,1,1,0,1,MAGISTER EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,135942,132637,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134441,130836,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133779,130260,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133784,130281,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133757,130241,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134257,130693,1,2017,INSTITUTO DE ALTOS ESTUDIOS EN ADMINISTRACIÓN PÚBLICA,1,1,0,1,TÍTULO DE MASTER EN ADMINISTRACIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,133785,130263,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133774,130257,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136875,133176,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136914,133224,1,2014,UNIVERSIDAD ESAN,1,1,0,1,MAGISTER EN GERENCIA DE SERVICIOS DE SALUD,1,,,2021-03-14 14:20:15
1,136921,133234,1,2015,FLORIDA INTERNACIONAL INIVERSITY,1,1,0,1,MASTER EN ADMINISTRACION DE NEGOCIOS (MBA),1,,PENDIENTE DE INIAR EL TRAMITE DE MONOLOGACION ANTE LA SUNEDU,2021-03-14 14:20:15
1,136927,133240,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135458,131757,1,2019,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,1,1,1,0,DOCTORA EN ADMINISTRACION,1,,,2021-03-14 14:20:15
1,135784,132093,1,,UNIVERSIDAD SAN MARTIN DE PORRES,1,1,0,2,MASTER EN GESTION PUBLICA,1,,MAESTRIA EN GESTION PUBLICA,2021-03-14 14:20:15
1,135824,132127,1,,UNIVERSIDAD NACIONAL DE TRUJILLO,2,0,0,0,CONSTITUCIONAL Y DERECHO ADMINISTRATIVO,1,,,2021-03-14 14:20:15
1,135863,132154,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,0,2,MAGISTER EN CONTABILIDAD,1,,,2021-03-14 14:20:15
1,136427,132731,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135991,132279,1,2014,UNIVERSIDAD CESAR VALLEJO,1,1,0,1,MAGISTER EN EDUCACIÓN,1,,,2021-03-14 14:20:15
1,136189,132482,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137296,133586,1,,UNIVERSIDAD NACIONAL DE TRUJILLO,1,1,0,2,CIENCIAS SOCIALES EN MENCIÓN DE GESTIÓN DE PATRIMONIO CULTURAL,1,,,2021-03-14 14:20:15
1,136368,132670,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136860,133160,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136734,133030,1,,UNIVERSIDAD PRIVADA ANTENOR ORREGO,1,1,0,2,MAGISTER EN PERIODISMO,1,,,2021-03-14 14:20:15
1,136439,132723,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136420,132707,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137521,133828,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137553,133853,1,2020,UNIVERSIDAD SAN PEDRO,1,1,0,1,GRADO,1,,,2021-03-14 14:20:15
1,137544,133843,1,,UNIVERSIDAD CESAR VALLEJO,1,2,0,0,GRADO,1,,,2021-03-14 14:20:15
1,137118,133423,1,,UNIVERSIDAD PEDRO RUIZ GALLO,2,0,0,0,MAESTRIA EN DERECHO CON MECIÒN EN DERECHO CIVIL Y COMERCIAL,1,,,2021-03-14 14:20:15
1,137407,133694,1,,UNIVERSIDAD PARTICULAR DE CHICLAYO,1,1,0,2,GERENCIA DE SERVICIOS DE SALUD,1,,ESTUDIOS CONCLUIDOS EN MAESTRIA Y DOCTORADO,2021-03-14 14:20:15
1,137074,133387,1,,UNIVERSIDAD PEDRO RUIZ GALLO,1,1,0,2,MAESTRIA EN DERECHO CIVIL Y COMERCIAL,1,,,2021-03-14 14:20:15
1,137087,133394,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137352,133640,1,,UNIVERSIDAD PEDRO RUIZ GALLO,2,0,0,0,ESTUDIANTE,1,,,2021-03-14 14:20:15
1,136963,133291,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136655,132937,1,2014,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,1,0,DR. EN EDUCACIÓN,1,,,2021-03-14 14:20:15
1,136665,132949,1,,UNIVERSIDAD CESAR VALLEJO,2,0,0,0,ESTUDIOS DE MAESTRIA EN EDUCACION NO CONCLUIDOS,1,,,2021-03-14 14:20:15
1,136676,132960,1,,ESCUELA DE POSTGRADO DE LA UNIVERSIDAD NACIONAL DE TUMBES,2,0,0,0,MAGISTER EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,136687,132969,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134315,130724,1,,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL,1,1,0,2,DOCTOR EN DERECHO (EGRESADO),1,,ESTUDIOS CONCLUIDOS DE MAESTRÍA EN DERECHO CIVIL Y COMERCIAL Y ESTUDIOS CONCLUIDOS DE DOCTORADO EN DERECHO EN LA MISMA UNIVERSIDAD,2021-03-14 14:20:15
1,134479,131051,1,,CENTRUM - PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,2,0,0,0,MAGISTER EN ADMINISTRACIÓN DE NEGOCIOS,1,,ACTUALMETE ME ENCUENTRO CURSANDO LA MAESTRIA EN ADMINISTACIÓN DE NEGOCIOS,2021-03-14 14:20:15
1,134904,131249,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135683,131973,1,2016,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,135693,133743,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135185,131514,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134014,130474,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134181,130623,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134515,130908,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134520,130912,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133788,130266,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133761,130244,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,133889,130379,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136618,132895,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,2,0,0,MAESTRÍA EN SOCIOLOGÍA Y ESTUDIOS POLITICOS,1,,,2021-03-14 14:20:15
1,137281,133575,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136630,132907,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136984,133288,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136977,133284,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136990,133296,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134879,131246,1,2019,UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE,1,1,0,1,MAESTRO EN ADMINISTRACION CON MENCION EN GESTION PUBLICA,1,,,2021-03-14 14:20:15
1,134880,132925,1,,UNIVERSIDAD NORBERT WIENNER,2,0,0,0,GERENCIA DE LOS SERVICIOS DE SALUD,1,,ESTUDIANTE DE MAESTRIA EN GERENCIA DE LOS SERIVICIOS DE SALUD,2021-03-14 14:20:15
1,135308,131633,1,2016,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAGISTER EN EDUCACIÓN,1,,CON MENCION EN DOCENCIA Y GESTION EDUCATIVA,2021-03-14 14:20:15
1,134881,131589,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136025,132321,1,,UNIDAD DE POST GRADO DE FACULTAD DE DERECHO Y CIENCIAS POLITICAS UNMSM,1,1,0,2,MAESTRIA EN CIENCIAS PENALES,1,,ESTUDIOS CONCLUIDOS  2004,2021-03-14 14:20:15
1,136332,132615,1,,UNIVERSIDAD CATOLICA DE SANTA MARIA,1,1,0,2,MAESTRIA EN DERECHO CONSTITUCIONAL,1,,,2021-03-14 14:20:15
1,136088,132383,1,,UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ,2,0,0,2,MAESTRIA EN ADMINISTRACION- MENCION EN GERENCIA Y CONTROL DE GOBIERNOS LOCALES Y REGIONALES,1,,,2021-03-14 14:20:15
1,136213,132503,1,2020,UNIVERSIDAD CATÓLICA DE SANTA MARÍA,1,1,0,1,MAESTRO EN GESTION DEL DESARROLLO Y GERENCIA SOCIAL,1,,,2021-03-14 14:20:15
1,136296,132586,1,2019,UNIVERSIDAD DE SAN MARTÍN DE PORRES,1,1,0,1,MAESTRO EN PERIODISMO Y COMUNICACIÓN MULTIMEDIA,1,,,2021-03-14 14:20:15
1,135624,131915,1,2018,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRA EN PSICOLOGÍA EDUCATIVA,1,,,2021-03-14 14:20:15
1,135629,131926,1,2019,EUCIM BUSINESS SCHOOL,1,1,0,1,PLANIFICACION Y PROYECTOS DE DESARROLLO,1,,MODALIDAD VIRTUAL,2021-03-14 14:20:15
1,135646,131939,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135657,131949,1,,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ,1,1,0,2,-,1,,MIS ESTUDIOS DE MAESTRÍA CONCLUIDOS SON EN GESTIÓN PÚBLICA SIN EMBARGO AUN NO HE OBTENIDO EL TITULO CORRESPONDIENTE,2021-03-14 14:20:15
1,135668,131961,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135777,132069,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135794,132111,1,,UNIVERSIDAD NACIONAL DE TRUJILLO,1,1,0,2,MAESTRÍA EN DERECHO PENAL Y CIENCIAS CRIMINOLÓGICAS,1,,MAESTRÍA EN DERECHO PENAL Y CIENCIAS CRIMINOLÓGICAS,2021-03-14 14:20:15
1,135363,131662,1,2017,UNIVERSIDAD PRIVADA CÉSAR VALLEJO,1,1,0,1,MAESTRA EN GESTIÓN PÚBLICA,1,,,2021-03-14 14:20:15
1,136951,133256,1,2012,UNIVERSIDAD CATÓLICA DE SANTA MARÍA,1,1,1,0,DOCTOR EN EDUCACION,1,,,2021-03-14 14:20:15
1,137300,133595,1,,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN,1,1,0,2,MAESTRÍA EN GERENCIA PÚBLICA,1,,,2021-03-14 14:20:15
1,137200,133498,1,,UNIVERSIDAD PRIVADA DE TACNA,1,1,2,0,MAESTRIA EN GESTION Y POLITICAS PUBLICAS,1,,PROYECTO DE TESIS APROBADO POR SUSTENTAR,2021-03-14 14:20:15
1,137472,133757,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136417,132713,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137470,133753,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137441,133726,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134825,131205,1,,UNIVERSIDAD NACIONAL DEL ALTIPLANO,1,1,0,2,ADMINISTRACION Y FINANZAS,1,,,2021-03-14 14:20:15
1,135251,131548,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134839,131534,1,2020,ESCUELA DE NEGOCIOS SAN FRANCISCO XAVIER - AREQUIPA,1,1,0,1,MAESTRO EN ADMINISTRACIÓN DE EMPRESAS INNOVADORAS Y EMPRENDEDORAS,1,,EL TITULO EN TRAMITE A LA FECHA ANTE LA SUNEDU SUSTENTADO EL 10 DE NOVIEMBRE DEL 2020,2021-03-14 14:20:15
1,134830,131210,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,135766,132067,1,,UNIVERSIDAD ANDINA NÉSTOR CÁCERES VELASQUEZ,1,1,0,2,MAESTRO EN DERECHO CONSTITUCIONAL Y PROCESAL CONSTITUCIONAL,1,,,2021-03-14 14:20:15
1,136003,132441,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136165,132653,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,136801,133108,1,,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,0,2,MAESTRIA EN PSICOLOGIA CLINICA Y DE SALUD,1,,,2021-03-14 14:20:15
1,134510,130902,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134493,130889,1,2014,UNIVERSIDAD DE PIURA,1,1,0,1,"MAGISTER EN EDUCACION, ESPECIALIDAD: HISTORIA",1,,,2021-03-14 14:20:15
1,134863,131241,1,2018,UNIVERSIDAD ADOLFO IBÁÑEZ - CHILE,1,1,0,1,GRADO ACADÉMICO DE MAGÍSTER EN ADMINISTRACIÓN DE EMPRESAS MBA (MASTER OF BUSINESS ADMINISTRATION),1,,,2021-03-14 14:20:15
1,135147,131479,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134478,130874,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134497,130891,1,2011,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ,1,1,0,1,MAGISTER EN DERECHO DE LA EMPRESA,1,,,2021-03-14 14:20:15
1,134853,133646,1,,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO,2,0,0,0,NINGUNO,1,,,2021-03-14 14:20:15
1,134503,133912,1,2012,UNIVERSIDAD CESAR VALLEJO,1,1,0,1,MAESTRIA EN ADMINISTRACION DE LA EDUCACION,1,,,2021-03-14 14:20:15
1,134525,130925,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134541,130936,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,137032,133336,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
1,134536,131112,1,,,0,0,0,0,,2,,,2021-03-14 14:20:15
