idEstado,idHojaVida,idHVEduTecnico,strCarreraTecnico,strCenEstudioTecnico,strConcluidoEduTecnico,strTengoEduTecnico,strUsuario,strComentario,fecha_registro
1,134209,130871,,,0,0,,,2021-02-21 12:00:47
1,134245,130905,COMPUTACION E INFORMATICA,SAN FRANCISCO DE ASIS,1,1,,,2021-02-21 12:00:47
1,133902,130601,COUNTER,CENFOTUR,1,1,,,2021-02-21 12:00:47
1,134294,133943,TECNICO ELECTRCISTA,IESTP VIGIL,1,1,,,2021-02-21 12:00:47
1,134296,131432,,,0,0,,,2021-02-21 12:00:47
1,134297,131448,,,0,2,,,2021-02-21 12:00:47
1,134298,131455,,,0,0,,,2021-02-21 12:00:47
1,134454,131073,,,0,0,,,2021-02-21 12:00:47
1,134357,130979,,,0,0,,,2021-02-21 12:00:47
1,134371,130992,,,0,2,,,2021-02-21 12:00:47
1,134392,131014,,,0,0,,,2021-02-21 12:00:47
1,134101,130775,,,0,0,,,2021-02-21 12:00:47
1,133844,130567,,,0,0,,,2021-02-21 12:00:47
1,134075,130763,,,0,0,,,2021-02-21 12:00:47
1,133993,130666,,,0,0,,,2021-02-21 12:00:47
1,134103,130779,,,0,0,,,2021-02-21 12:00:47
1,137756,134271,,,0,0,,,2021-02-21 12:00:47
1,134025,130703,ADMINISTRACION EMPRESAS,ESAE,1,1,,,2021-02-21 12:00:47
1,133921,130608,,,0,0,,,2021-02-21 12:00:47
1,134038,130713,,,0,0,,,2021-02-21 12:00:47
1,133903,130589,,,0,0,,,2021-02-21 12:00:47
1,133911,130597,,,0,0,,,2021-02-21 12:00:47
1,134040,130718,,,0,0,,,2021-02-21 12:00:47
1,134065,131433,ADMINISTRACION,INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PRIVADO SAN FERNANDO,1,1,,,2021-02-21 12:00:47
1,134059,130739,,,0,2,,,2021-02-21 12:00:47
1,134111,130856,,,0,0,,,2021-02-21 12:00:47
1,133916,130607,,,0,2,,,2021-02-21 12:00:47
1,134109,131070,,,0,0,,,2021-02-21 12:00:47
1,134097,130770,ADMINISTRACION DE EMPRESA,UNIVERSIDAD DE LIMA,1,1,,,2021-02-21 12:00:47
1,134349,131627,,,0,0,,,2021-02-21 12:00:47
1,133900,130587,,,0,0,,,2021-02-21 12:00:47
1,133909,130594,,,0,0,,,2021-02-21 12:00:47
1,133926,130609,,,0,0,,,2021-02-21 12:00:47
1,134089,130764,,,0,0,,,2021-02-21 12:00:47
1,133914,130603,SECRETARIADO EJECUTIVO,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1,1,,,2021-02-21 12:00:47
1,133913,130600,,,0,0,,,2021-02-21 12:00:47
1,134100,130774,,,0,0,,,2021-02-21 12:00:47
1,133907,130591,,,0,0,,,2021-02-21 12:00:47
1,134107,130782,,,0,2,,,2021-02-21 12:00:47
1,134091,130766,,,0,0,,,2021-02-21 12:00:47
1,134095,131239,DIPLOMADO DE ESPECIALISTA DELITOS DE CORRUPCION DE FUNCIONARIOS,COLEGIO DE ABOGADOS DE LIMA,1,1,,,2021-02-21 12:00:47
1,134345,130973,ESPECIALISTA EN SEGUROS,INSTITUTO TECNOLOGICO EN SEGUROS,1,1,,,2021-02-21 12:00:47
1,134201,131454,,,0,0,,,2021-02-21 12:00:47
1,133989,130670,,,0,0,,,2021-02-21 12:00:47
1,133981,130657,,,0,0,,,2021-02-21 12:00:47
1,134003,130685,,,0,0,,,2021-02-21 12:00:47
1,133960,130641,,,0,0,,,2021-02-21 12:00:47
1,134698,131317,CONTABILIDAD,CESCA,2,1,,,2021-02-21 12:00:47
1,134361,130984,,,0,0,,,2021-02-21 12:00:47
1,134368,130990,,,0,0,,,2021-02-21 12:00:47
1,134374,130994,,,0,0,,,2021-02-21 12:00:47
1,134711,131332,TECNICO ELECTRONICO,INSTITUTO ANTENOR OREGO E,1,1,,,2021-02-21 12:00:47
1,135047,131606,DOCENTE,ISP JOSE MARIA ARGUEDAS,1,1,,ESPECIALIDAD FISICA - QUIMICA,2021-02-21 12:00:47
1,134366,130989,,,0,0,,,2021-02-21 12:00:47
1,134395,131018,DISEÑO DE MODAS,PERUANO ALEMAN,2,1,,,2021-02-21 12:00:47
1,135529,132105,,,0,2,,,2021-02-21 12:00:47
1,136033,132546,,,0,0,,,2021-02-21 12:00:47
1,136067,132584,,,0,0,,,2021-02-21 12:00:47
1,135723,132240,,,0,0,,,2021-02-21 12:00:47
1,134820,131418,,,0,0,,,2021-02-21 12:00:47
1,136981,133498,,,0,0,,,2021-02-21 12:00:47
1,134837,131443,,,0,0,,,2021-02-21 12:00:47
1,134850,131451,,,0,0,,,2021-02-21 12:00:47
1,135245,131776,,,0,0,,,2021-02-21 12:00:47
1,135210,131745,,,0,0,,,2021-02-21 12:00:47
1,135207,131739,,,0,0,,,2021-02-21 12:00:47
1,135231,131761,,,0,0,,,2021-02-21 12:00:47
1,135304,131828,,,0,0,,,2021-02-21 12:00:47
1,134425,131046,,,0,0,,,2021-02-21 12:00:47
1,136995,133509,EMFERMERIA TECNICA,IST VICTOR ALVAREZ,1,1,,,2021-02-21 12:00:47
1,136288,132794,SUB OFICIAL,POLICIA NACIONAL DELPERU,1,1,,,2021-02-21 12:00:47
1,136295,132803,,,0,0,,,2021-02-21 12:00:47
1,135343,131889,PROFESIONAL TECNICO AGROPECUARIA,"INSTITUTO SUPERIOR ""PEDRO P DIAZ"" -  AREQUIPA",1,1,,,2021-02-21 12:00:47
1,135382,131908,ADMINISTRACIÓN,"INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO ""ALAS PERUANAS"" - AREQUIPA",1,1,,,2021-02-21 12:00:47
1,135413,131967,,,0,2,,,2021-02-21 12:00:47
1,135467,131999,TECNICA EN FARMACIA,"INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO ""MARIA MONTESSORI"" - AREQUIPA",1,1,,,2021-02-21 12:00:47
1,135905,132415,,,0,0,,,2021-02-21 12:00:47
1,135537,132044,PROFESIONAL TÉCNICO EN PRODUCCIÓN AGROPECUARIA,SUPERIOR TECNOLÓGICO - FAUSTINO B. FRANCO,1,1,,,2021-02-21 12:00:47
1,135272,131791,,,0,0,,,2021-02-21 12:00:47
1,135262,131787,-,INSTITUTO DE FORMACION BANCARIA,2,1,,,2021-02-21 12:00:47
1,135314,131845,ELECTRICIDAD,IST ANDRES AVELINO CACERES,1,1,,,2021-02-21 12:00:47
1,135327,131853,,,0,0,,,2021-02-21 12:00:47
1,134375,131221,,,0,0,,,2021-02-21 12:00:47
1,134639,131477,CONTABILIDAD EMPRESARIAL,INSTITUTO SUPERIOR TECNOLÓGICO JHON DEWEY,1,1,,,2021-02-21 12:00:47
1,134991,131560,COMPUTACIÓN,COMPUTRONIC  TECM,1,1,,,2021-02-21 12:00:47
1,134740,131941,,,0,0,,,2021-02-21 12:00:47
1,135743,132259,,,0,0,,,2021-02-21 12:00:47
1,134946,131755,,,0,0,,,2021-02-21 12:00:47
1,134230,130888,,,0,0,,,2021-02-21 12:00:47
1,137574,134085,,,0,0,,,2021-02-21 12:00:47
1,133776,130508,,,0,2,,,2021-02-21 12:00:47
1,133858,130553,,,0,0,,,2021-02-21 12:00:47
1,133802,130498,,,0,0,,,2021-02-21 12:00:47
1,133799,130490,,,0,0,,,2021-02-21 12:00:47
1,133812,130499,,,0,0,,,2021-02-21 12:00:47
1,134367,130996,,,0,0,,,2021-02-21 12:00:47
1,135772,132283,,,0,0,,,2021-02-21 12:00:47
1,133832,130522,,,0,0,,,2021-02-21 12:00:47
1,133850,130535,,,0,2,,,2021-02-21 12:00:47
1,133831,130519,,,0,0,,,2021-02-21 12:00:47
1,133826,130841,,,0,0,,,2021-02-21 12:00:47
1,133862,130564,,,0,0,,,2021-02-21 12:00:47
1,134177,130837,,,0,0,,,2021-02-21 12:00:47
1,133863,130548,,,0,0,,,2021-02-21 12:00:47
1,137767,134284,,,0,0,,,2021-02-21 12:00:47
1,134163,130827,PROFESIONAL TECNICO EN COMPUTACION E INFORMATICA,INSTITUTO SUPERIOR TECNOLOGICO PRIVADO CESCA,1,1,,,2021-02-21 12:00:47
1,133811,130500,,,0,2,,,2021-02-21 12:00:47
1,135989,132499,PERIODISMO RADIAL TELEVISIVO,NSTITUTO SISTEMAS PERU,1,1,,,2021-02-21 12:00:47
1,133823,130513,,,0,0,,,2021-02-21 12:00:47
1,134242,130898,,,0,0,,,2021-02-21 12:00:47
1,133820,130509,,,0,0,,,2021-02-21 12:00:47
1,133828,130518,ADMINISTRACIÓN BANCARIA,CERTUS,1,1,,,2021-02-21 12:00:47
1,133856,130541,,,0,0,,,2021-02-21 12:00:47
1,133846,130531,,,0,0,,,2021-02-21 12:00:47
1,133876,130561,,,0,0,,,2021-02-21 12:00:47
1,133838,130525,,,0,0,,,2021-02-21 12:00:47
1,135112,131669,TÉCNICO EN REPARACIÓN DE COMPUTADORAS,PROGRAMA EDUCATIVO LABORAL DE LA PROVINCIA DE BUENOS AIRES,1,1,,,2021-02-21 12:00:47
1,134240,130896,,,0,0,,,2021-02-21 12:00:47
1,136186,132700,CONCILIADOR EXTRAJUDICIAL,UNIVERSIDAD DE LIMA,1,1,,,2021-02-21 12:00:47
1,134398,131021,,,0,0,,,2021-02-21 12:00:47
1,134446,133816,,,0,0,,,2021-02-21 12:00:47
1,135108,131662,,,0,0,,,2021-02-21 12:00:47
1,134589,131215,,,0,0,,,2021-02-21 12:00:47
1,134609,131235,,,0,0,,,2021-02-21 12:00:47
1,135603,132109,CONTADOR MERCANTIL,INSTITUTO ERASMO ROCA,1,1,,,2021-02-21 12:00:47
1,137180,133691,,,0,0,,,2021-02-21 12:00:47
1,137183,133695,,,0,0,,,2021-02-21 12:00:47
1,134769,131373,,,0,0,,,2021-02-21 12:00:47
1,135283,131813,,,0,0,,,2021-02-21 12:00:47
1,135082,131636,,,0,0,,,2021-02-21 12:00:47
1,135128,131683,,,0,0,,,2021-02-21 12:00:47
1,137768,134286,,,0,0,,,2021-02-21 12:00:47
1,137173,133686,LIC EN PERIODISMO Y RELACIONES PÚBLICAS,INSTITUTO UCEDA MEZA,1,1,,,2021-02-21 12:00:47
1,134824,131425,,,0,0,,,2021-02-21 12:00:47
1,134148,130814,,,0,0,,,2021-02-21 12:00:47
1,135248,131782,,,0,2,,,2021-02-21 12:00:47
1,134813,131413,,,0,2,,,2021-02-21 12:00:47
1,136552,133401,,,0,0,,,2021-02-21 12:00:47
1,136553,133404,,,0,0,,,2021-02-21 12:00:47
1,136554,133400,,,0,0,,,2021-02-21 12:00:47
1,136555,133406,,,0,0,,,2021-02-21 12:00:47
1,137565,134104,SISTEMA DE CONTROL DEL ESTADO,CONAP - GESTION PÚBLICA,1,1,,,2021-02-21 12:00:47
1,137604,134124,,,0,0,,,2021-02-21 12:00:47
1,137612,134131,,,0,0,,,2021-02-21 12:00:47
1,137616,134136,PROFESORA,IP SANTA ROSA,1,1,,,2021-02-21 12:00:47
1,137622,134138,,,0,0,,,2021-02-21 12:00:47
1,137632,134149,,,0,2,,,2021-02-21 12:00:47
1,135069,131623,,,0,0,,,2021-02-21 12:00:47
1,135059,131620,TECNICA EN EDUCACION INICIAL,UNIVERSIDAD  SAN MARTIN DE PORRES,1,1,,,2021-02-21 12:00:47
1,135054,132417,,,0,0,,,2021-02-21 12:00:47
1,136654,133217,,,0,2,,,2021-02-21 12:00:47
1,134489,131112,,,0,0,,,2021-02-21 12:00:47
1,135865,132376,,,0,0,,,2021-02-21 12:00:47
1,135596,133967,,,0,0,,,2021-02-21 12:00:47
1,136790,133288,PROFESIONAL TÉCNICO EN PRODUCCIÓN AGROPECUARIA,SUPERIOR TECNOLÓGICO - JULI,1,1,,,2021-02-21 12:00:47
1,135146,131856,BACHILLER EN CONSTRUCCION CIVIL,ESEP-JAE-PUNO,1,1,,,2021-02-21 12:00:47
1,135340,131867,,,0,0,,,2021-02-21 12:00:47
1,137485,133985,INDUSTRIA ALIMENTARIA,CENATI,1,1,,,2021-02-21 12:00:47
1,134714,131325,,,0,0,,,2021-02-21 12:00:47
1,134944,131506,,,0,0,,,2021-02-21 12:00:47
1,137835,134353,,,0,0,,,2021-02-21 12:00:47
1,137464,133958,,,0,0,,,2021-02-21 12:00:47
1,136235,132751,ADMINISTRACION,INSTITUTO DE EDUCACION SUPERIOR  IDAT,1,1,,CON CONSTANCIA DE EGRESADO Y DIPLOMA DE EGRESADO,2021-02-21 12:00:47
1,134893,132468,,,0,0,,,2021-02-21 12:00:47
1,134895,132767,MERCADOTECNIA,INSTITUTO PERUANO DE MARKETING,1,1,,TITULADO,2021-02-21 12:00:47
1,136645,133135,,,0,0,,,2021-02-21 12:00:47
1,136639,133139,,,0,2,,,2021-02-21 12:00:47
1,136685,133174,,,0,2,,,2021-02-21 12:00:47
1,136694,133183,,,0,0,,,2021-02-21 12:00:47
1,136733,133232,,,0,2,,,2021-02-21 12:00:47
1,136750,133246,TECNICA EN ENFERMERÍA,ISPS SERGIO BARNALES,1,1,,,2021-02-21 12:00:47
1,134615,131243,,,0,0,,,2021-02-21 12:00:47
1,136027,132548,,,0,2,,,2021-02-21 12:00:47
1,136034,132541,,,0,0,,,2021-02-21 12:00:47
1,136046,132554,PROFESOR DE EDUCACION PRIMARIA BILIGÜE,ISPP MONSEÑOR FRANCISCO,1,1,,,2021-02-21 12:00:47
1,136051,132585,,,0,0,,,2021-02-21 12:00:47
1,136054,132566,,,0,0,,,2021-02-21 12:00:47
1,135983,132496,,,0,2,,,2021-02-21 12:00:47
1,137375,133875,,,0,0,,,2021-02-21 12:00:47
1,136426,132939,,,0,0,,,2021-02-21 12:00:47
1,134663,133460,,,0,2,,,2021-02-21 12:00:47
1,134664,132571,,,0,2,,,2021-02-21 12:00:47
1,134668,131900,,,0,2,,,2021-02-21 12:00:47
1,134670,133547,,,0,2,,,2021-02-21 12:00:47
1,134665,133314,,,0,0,,,2021-02-21 12:00:47
1,136040,132589,,,0,0,,,2021-02-21 12:00:47
1,136072,132587,,,0,0,,,2021-02-21 12:00:47
1,136263,132773,,,0,0,,,2021-02-21 12:00:47
1,136300,132811,,,0,2,,,2021-02-21 12:00:47
1,136350,132860,COMPUTACION E INFORMATICA,"INSTITUTO SUPERIOR TECNOLOGICO PUBLICO ""CARLOS SALAZAR ROMERO"" NUEVO CHIMBOTE PROMOCION- 2009",1,1,,,2021-02-21 12:00:47
1,136344,132864,PROFESORA DE EDUCACIÓN PRIMARIA,INSTITUTO SUPERIOR PEDAGOGICO DE CHIMBOTE,1,1,,,2021-02-21 12:00:47
1,135376,131904,,,0,0,,,2021-02-21 12:00:47
1,135390,131915,,,0,0,,,2021-02-21 12:00:47
1,135404,131922,,,0,0,,,2021-02-21 12:00:47
1,135416,131942,,,0,0,,,2021-02-21 12:00:47
1,137572,134096,,,0,2,,,2021-02-21 12:00:47
1,137492,133997,,,0,2,,,2021-02-21 12:00:47
1,137610,134129,,,0,2,,,2021-02-21 12:00:47
1,137615,134134,,,0,2,,,2021-02-21 12:00:47
1,135841,132709,,,0,2,,,2021-02-21 12:00:47
1,134804,131405,,,0,0,,,2021-02-21 12:00:47
1,134819,132079,,,0,0,,,2021-02-21 12:00:47
1,135588,132097,BACHILLER PROFESIONAL EN RELACIONES PUBLICAS,INSTITUTO SUPERIOR TECNOLOGICO NO ESTATAL  ITAE,1,1,,,2021-02-21 12:00:47
1,135601,132108,,,0,0,,,2021-02-21 12:00:47
1,135611,132115,,,0,0,,,2021-02-21 12:00:47
1,134500,131123,,,0,0,,,2021-02-21 12:00:47
1,134514,131139,,,0,0,,,2021-02-21 12:00:47
1,134523,131146,,,0,0,,,2021-02-21 12:00:47
1,135578,132086,,,0,0,,,2021-02-21 12:00:47
1,135495,132000,PROFESIONAL TÉCNICO EN CONTABILIDAD,SUPERIOR TECNOLÓGICO - JORGE BASADRE,1,1,,,2021-02-21 12:00:47
1,137560,134077,,,0,0,,,2021-02-21 12:00:47
1,137775,134289,,,0,0,,,2021-02-21 12:00:47
1,134027,130710,,,0,0,,,2021-02-21 12:00:47
1,134193,130853,,,0,0,,,2021-02-21 12:00:47
1,134173,130831,,,0,0,,,2021-02-21 12:00:47
1,135760,132280,,,0,0,,,2021-02-21 12:00:47
1,137071,133596,,,0,2,,,2021-02-21 12:00:47
1,137109,133627,,,0,0,,,2021-02-21 12:00:47
1,137128,133646,,,0,2,,,2021-02-21 12:00:47
1,137166,133680,,,0,0,,,2021-02-21 12:00:47
1,137159,133675,TECNICO CONTABILIDAD,TECNOTRONIC,1,1,,EGRESDA,2021-02-21 12:00:47
1,137730,134244,,,0,0,,,2021-02-21 12:00:47
1,134683,131297,,,0,0,,,2021-02-21 12:00:47
1,135178,131727,,,0,0,,,2021-02-21 12:00:47
1,134684,131338,,,0,0,,,2021-02-21 12:00:47
1,135016,131572,SECRETARIADO,ECPERMON,1,1,,,2021-02-21 12:00:47
1,134248,130910,TECNICO ELECTRICIDAD INDUSTRIAL,SENATI,1,1,,,2021-02-21 12:00:47
1,135060,131618,,,0,0,,,2021-02-21 12:00:47
1,135189,131734,,,0,0,,,2021-02-21 12:00:47
1,134009,130901,,,0,0,,,2021-02-21 12:00:47
1,134277,131445,BACHILLER PROFESIONAL ADMINISTRACION DE EMPRESA,ITAE,1,1,,,2021-02-21 12:00:47
1,134914,131480,,,0,0,,,2021-02-21 12:00:47
1,137309,133959,,,0,0,,,2021-02-21 12:00:47
1,137314,134171,,,0,0,,,2021-02-21 12:00:47
1,137426,133927,TECNICO EN ADMINISTRACION,INSTITUTO  SUPERIOR ARGENTINA,1,1,,,2021-02-21 12:00:47
1,136901,133416,ELECTRICIDAD,INSTITUTO FRANCISCO DE PAULA GONZALES VIGIL,1,1,,,2021-02-21 12:00:47
1,135807,132331,,,0,2,,,2021-02-21 12:00:47
1,136461,132965,,,0,0,,,2021-02-21 12:00:47
1,135447,131956,,,0,0,,,2021-02-21 12:00:47
1,135720,132234,,,0,0,,,2021-02-21 12:00:47
1,135713,132231,,,0,0,,,2021-02-21 12:00:47
1,135839,132343,,,0,0,,,2021-02-21 12:00:47
1,136238,132752,,,0,0,,,2021-02-21 12:00:47
1,135883,132388,,,0,0,,,2021-02-21 12:00:47
1,135888,132397,,,0,0,,,2021-02-21 12:00:47
1,135643,132165,,,0,0,,,2021-02-21 12:00:47
1,136811,133311,,,0,0,,,2021-02-21 12:00:47
1,135711,132227,,,0,0,,,2021-02-21 12:00:47
1,135709,132224,EGRESADO ENFERMERIA TECNICA,IST INSTITUTO MANUEL SCORZA,1,1,,,2021-02-21 12:00:47
1,135700,132218,,,0,0,,,2021-02-21 12:00:47
1,135483,131990,,,0,0,,,2021-02-21 12:00:47
1,135670,132189,,,0,0,,,2021-02-21 12:00:47
1,135688,132212,,,0,0,,,2021-02-21 12:00:47
1,136475,133032,,,0,0,,,2021-02-21 12:00:47
1,135509,132065,,,0,0,,,2021-02-21 12:00:47
1,135521,132034,,,0,0,,,2021-02-21 12:00:47
1,136393,132896,COSMETICA DERMATOLOGICA,INSTITUTO SUPERIOR TÉCNICO NACIONES UNIDAS,1,1,,,2021-02-21 12:00:47
1,135592,132101,,,0,0,,,2021-02-21 12:00:47
1,136640,133128,,,0,0,,,2021-02-21 12:00:47
1,135667,132183,,,0,0,,,2021-02-21 12:00:47
1,136143,132664,,,0,0,,,2021-02-21 12:00:47
1,136873,133378,,,0,0,,,2021-02-21 12:00:47
1,136341,132853,,,0,0,,,2021-02-21 12:00:47
1,135677,132193,,,0,0,,,2021-02-21 12:00:47
1,136797,133296,,,0,0,,,2021-02-21 12:00:47
1,137201,133714,,,0,2,,,2021-02-21 12:00:47
1,136920,133439,,,0,0,,,2021-02-21 12:00:47
1,136371,133058,,,0,0,,,2021-02-21 12:00:47
1,135547,132064,,,0,0,,,2021-02-21 12:00:47
1,135799,132309,,,0,0,,,2021-02-21 12:00:47
1,135831,132344,,,0,0,,,2021-02-21 12:00:47
1,135891,132402,,,0,0,,,2021-02-21 12:00:47
1,135166,131716,,,0,0,,,2021-02-21 12:00:47
1,136120,132638,,,0,0,,,2021-02-21 12:00:47
1,136128,132647,,,0,0,,,2021-02-21 12:00:47
1,136819,133336,TECNICO MAQUINAS INDUSTRIALESS,CENCIF,1,1,,,2021-02-21 12:00:47
1,136844,133343,,,0,0,,,2021-02-21 12:00:47
1,137554,134063,,,0,0,,,2021-02-21 12:00:47
1,137070,133586,,,0,0,,,2021-02-21 12:00:47
1,137218,133731,COMPUTACION INFORMATICA,INSTITUTO SUPERIOR TECNOLOGICO SABIO ANTUNEZ DE MAYOLO - TELESUP,2,1,,,2021-02-21 12:00:47
1,137267,133771,,,0,0,,,2021-02-21 12:00:47
1,137236,133830,,,0,0,,,2021-02-21 12:00:47
1,137207,133720,,,0,0,,,2021-02-21 12:00:47
1,134526,131152,,,0,0,,,2021-02-21 12:00:47
1,134547,131173,,,0,0,,,2021-02-21 12:00:47
1,134553,131178,,,0,0,,,2021-02-21 12:00:47
1,134636,131260,,,0,0,,,2021-02-21 12:00:47
1,134641,131261,,,0,0,,,2021-02-21 12:00:47
1,134643,131265,,,0,0,,,2021-02-21 12:00:47
1,134035,130711,,,0,0,,,2021-02-21 12:00:47
1,134058,130746,,,0,0,,,2021-02-21 12:00:47
1,133809,130497,,,0,0,,,2021-02-21 12:00:47
1,134001,130678,,,0,0,,,2021-02-21 12:00:47
1,133942,130628,,,0,0,,,2021-02-21 12:00:47
1,134182,130866,,,0,0,,,2021-02-21 12:00:47
1,133762,130515,,,0,0,,,2021-02-21 12:00:47
1,133816,130505,MERCADOTECNIA Y VENTAS,ESAN,1,1,,PROGRAMA ANUAL DE ESPECIALIZACION-PADE (15 DE MARZO AL 23 DE DICIEMBRE 1982),2021-02-21 12:00:47
1,133835,130539,SUB OFICIAL DE LA POLICIA,POLICIA DE INVESTIGACION DEL PERU,1,1,,,2021-02-21 12:00:47
1,133833,130521,,,0,0,,,2021-02-21 12:00:47
1,134098,130776,,,0,0,,,2021-02-21 12:00:47
1,133743,130546,,,0,0,,,2021-02-21 12:00:47
1,134118,130791,,,0,0,,,2021-02-21 12:00:47
1,133754,130716,,,0,0,,,2021-02-21 12:00:47
1,134088,130762,,,0,0,,,2021-02-21 12:00:47
1,133963,130668,,,0,0,,,2021-02-21 12:00:47
1,133943,130626,TRIPULANTE AUXILIAR DE VUELO,COLUMBIA,1,1,,,2021-02-21 12:00:47
1,133829,130643,,,0,0,,,2021-02-21 12:00:47
1,134083,130757,,,0,0,,,2021-02-21 12:00:47
1,134090,130767,,,0,0,,,2021-02-21 12:00:47
1,133760,130456,,,0,0,,,2021-02-21 12:00:47
1,133996,130674,CONTABILIDAD,INSTITUTO SUPERIOR TECNOLÓGICO PÚBLICO JULIO CÉSAR TELLO,1,1,,TÍTULO DE PROFESIONAL TÉCNICO EN CONTABILIDAD,2021-02-21 12:00:47
1,134048,130734,,,0,0,,,2021-02-21 12:00:47
1,133976,130790,GUÍA OFICIAL DE TURISMO,CENFOTUR,1,1,,,2021-02-21 12:00:47
1,134576,131213,,,0,0,,,2021-02-21 12:00:47
1,133790,130481,CONTABILIDAD,FREDERICK WINSLOW TAYLOR,1,1,,03 AÑOS CONCLUIDOS,2021-02-21 12:00:47
1,134042,130750,,,0,0,,,2021-02-21 12:00:47
1,133995,130686,,,0,0,,,2021-02-21 12:00:47
1,133875,130559,MARKETING,INSTITUTO SUPERIOR TECNOLOGICO SAN JOSE DEL SUR,2,1,,,2021-02-21 12:00:47
1,133879,130570,,,0,0,,,2021-02-21 12:00:47
1,133979,130673,,,0,0,,,2021-02-21 12:00:47
1,134017,130694,,,0,0,,,2021-02-21 12:00:47
1,134818,131467,PROFESOR(A) DE EDUCACIÓN PRIMARIA,SUPERIOR PEDAGÓGICA - JOSE JIMENEZ BORJA,1,1,,,2021-02-21 12:00:47
1,133945,130629,,,0,0,,,2021-02-21 12:00:47
1,134271,130948,ADMINISTRACION,INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO CAP FAP JOSE ABELARDO QUIÑONES,1,1,,TÍTULO EN TRAMITE,2021-02-21 12:00:47
1,133923,130611,MECANICO DE PRODUCCION,INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO CAP FAP JOSE ABELARDO QUIÑONES,1,1,,,2021-02-21 12:00:47
1,134631,133861,,,0,0,,,2021-02-21 12:00:47
1,134617,133909,CONTROLES INDUSTRIALES,SERVICIO NACIONAL DE ADIESTRAMIENTO EN TRABAJO INDUSTRIAL - SENATI,1,1,,,2021-02-21 12:00:47
1,134619,131244,QUÍMICA INDUSTRIAL,INSTITUTO SUPERIOR HONORIO DELGADO ESPINOZA,2,1,,,2021-02-21 12:00:47
1,137425,133935,SECRETARIADO EJECUTIVO,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ESCUELA DE ESTUDIOS ESPECIALES,1,1,,,2021-02-21 12:00:47
1,134632,133896,,,0,0,,,2021-02-21 12:00:47
1,134630,131255,,,0,0,,,2021-02-21 12:00:47
1,137326,133828,,,0,0,,,2021-02-21 12:00:47
1,137370,133872,,,0,0,,,2021-02-21 12:00:47
1,137402,133891,FARMACIA,IS ISMA,2,1,,,2021-02-21 12:00:47
1,135163,131713,,,0,0,,,2021-02-21 12:00:47
1,134846,131446,,,0,0,,,2021-02-21 12:00:47
1,134841,131436,,,0,0,,,2021-02-21 12:00:47
1,134488,131110,,,0,0,,,2021-02-21 12:00:47
1,137996,134535,,,0,0,,,2021-02-21 12:00:47
1,137997,134539,,,0,0,,,2021-02-21 12:00:47
1,137992,134529,,,0,0,,,2021-02-21 12:00:47
1,137985,134523,ENFERMERIA TÉCNICA,INSTITUTO SUPERIOR TECNOLÓGICO MESETA DEL BOMBON,1,1,,,2021-02-21 12:00:47
1,135036,131597,,,0,2,,,2021-02-21 12:00:47
1,136042,132553,,,0,0,,,2021-02-21 12:00:47
1,135083,131637,,,0,0,,,2021-02-21 12:00:47
1,135105,131663,PROFESIONAL TECNICO AGROPECUARIA,INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO OMATE,1,1,,,2021-02-21 12:00:47
1,134916,131481,,,0,0,,,2021-02-21 12:00:47
1,135088,131645,,,0,0,,,2021-02-21 12:00:47
1,135331,132051,,,0,0,,,2021-02-21 12:00:47
1,135553,132060,,,0,0,,,2021-02-21 12:00:47
1,135862,132373,ASISTENTE ADMINISTRATIVO - SECRETARIA,ISP SAN JOSÉ ORIOL,1,1,,,2021-02-21 12:00:47
1,136870,133392,,,0,2,,,2021-02-21 12:00:47
1,136906,133425,DOCENTE EN ESPECIALIDAD PRIMARIA,INSTITUTO SUPERIOR PEDAGOGICO(ISP)-TARAPOTO,1,1,,,2021-02-21 12:00:47
1,136924,133453,SUB OFICIAL 2 MECANICO ELECTRONICO,ETE,1,1,,PENSIONISTA CON EL GRADO DE TECNICO DE SEGUNDA,2021-02-21 12:00:47
1,137336,133850,TECNICO OPERADOR DE MICROCOMPUTADORAS,CEPS-UNI,1,1,,,2021-02-21 12:00:47
1,137090,133635,,,0,2,,,2021-02-21 12:00:47
1,137171,133688,,,0,2,,,2021-02-21 12:00:47
1,137182,133696,,,0,0,,,2021-02-21 12:00:47
1,137605,134130,COMPUTACION,CEO DIVINO MAESTRO,1,1,,,2021-02-21 12:00:47
1,137647,134187,CONTABILIDAD,INSTITUTO SUPERIOR TECNOLOGICO MANUEL NUÑEZ BUTRON,2,1,,,2021-02-21 12:00:47
1,135973,132475,,,0,0,,,2021-02-21 12:00:47
1,135942,132851,,,0,0,,,2021-02-21 12:00:47
1,134441,131061,ENFERMERIA,DANIEL ALCIDES CARRION,2,1,,,2021-02-21 12:00:47
