idPlanGobierno,idPlanGobDimension,strPGProblema,strPGObjetivo,strPGMeta,strPGIndicador,strFechaRegistro,strUsuario,idEstado,idPGDimension,intPorcentaje,fecha_registro
16494,125456,"LA CONTAMINACION DEL AGUA GENERA PELIGROS PARA LA SALUD PÚBLICA GENERANDO ENFERMEDADES COMO DIABETES, CÁNCER O ENFERMEDADES CARDIOVASCULARES",PROMOVER LA CONSTRUCCIÓN DE PLANTAS DE TRATAMIENTO DE AGUAS RESIDUALES A NIVEL LOCAL.,-PLANTAS DE TRATAMIENTO DE AGUAS RESIDUALES EJECUTADAS EN EL 80% DE PROVINCIAS DEL PAÍS.,-NÚMERO DE PLANTAS DE TRATAMIENTO DE AGUAS RESIDUALES EJECUTADAS A NIVEL LOCAL,,,1,3,100,2021-02-21 12:00:47
16494,125457,USO ABUSIVO DE LA INMUNIDAD PARLAMENTARIA PARA LA EVASIÓN DE LA JUSTICIA Y LA PERPETRACIÓN DE LA IMPUNIDAD,ELIMINAR LA INMUNIDAD PARLAMENTARIA,1 PROPUESTA DE REFORMA CONSTITUCIONAL APROBADA CON VOTACIÓN CALIFICADA EN DOS LEGISLATURAS SUCESIVAS,NÚMERO DE PROPUESTAS DE REFORMA CONSTITUCIONAL REFERIDAS A LA ELIMINACIÓN DE LA INMUNIDAD PARLAMENTARIA PRESENTADAS ANTE EL CONGRESO,,,1,4,100,2021-02-21 12:00:47
16494,125458,LA ÚNICA VIA PARA LA REFORMA TOTAL DE LA CONSTITUCIÓN ES EL CONGRESO DE LA REPÚBLICA Y SE PUEDE OMITIR EL REFERÉNDUM SI EL CAMBIO CONSTITUCIONAL SE APUEBA EN DOS LEGISLATURA SUCESIVAS,REFORMA CONSTITUCIONAL QUE DISPONGA QUE LA ELABORACIÓN DE UNA NUEVA CONSTITUCIÓN DEBA HACERSE POR ASAMBLEA CONSTITUYENTE ELEGIDA POR VOTACIÓN POPULAR Y QUE EL NUEVO TEXTO CONSTITUCIONAL DEBA SER SOMETIDO A REFERÉNDUM Y APROBADO POR UNA MAYORÍA DE 70% DE VOTANTES.,1 PROPUESTA DE REFORMA CONSTITUCIONAL APROBADA CON VOTACIÓN CALIFICADA EN DOS LEGISLATURAS SUCESIVAS,NÚMERO DE PROPUESTAS DE REFORMA CONSTITUCIONAL REFERIDAS A LA REFORMA TOTAL DE LA CONSTITUCIÓN PRESENTADAS ANTE EL CONGRESO,,,1,4,100,2021-02-21 12:00:47
16494,125459,"POLICÍA NACIONAL DEL PERÚ SIN LOS MEDIOS ADECUADOS PARA REALIZAR LA FUNCIÓN ENDOMENDADA, CON UNA ADMINISTRACIÓN LENTA E INEFICENTE QUE DEJA ESPACIOS PARA LA CORRUPCIÓN EN PERJUICIO DEL CUERPO POLICIAL Y DE UNA CIUADANÍA QUE HA PERDIDO LA CONFIANZA EN LA INSTITUCIÓN.","REFORMAR LA POLICÍA NACIONAL DEL PERÚ, RESPETANDO SU INSTITUCIONALIDAD, MEDIANTE LA ESTRATEGIA DE ESTABLECIMIENTO DE POLICÍA COMUNITARIA: UNA POLICÍA EFICIENTE AL SERVICIO DE LA GENTE","-NIVEL DE CONFIANZA CIUDADANA EN LA INSTITUCIÓN POLICIAL 40%
-1 INSTITUCIÓN POLICIAL FORTALECIDA Y EFICICIENTE QUE ACTÚE BAJO EL ENFOQUE DE POLICÍA COMUNITARIA","- NÚMERO DE PROPUESTAS NORMATIVAS ORIENTADAS AL FORTALECIMIENTO DE LA PNP
-PORCENTAJE DE IMPLEMENTACIÓN DE CURRICULA DE FORMACIÓN POLICIAL CON ENFOQUE DE DERECHOS HUMANOS Y PERSPECTIVA DE GÉNERO
-NIVEL DE CONFIANZA CIUDADANA EN LA INSTITUCIÓN POLICIAL",,,1,4,100,2021-02-21 12:00:47
16511,125506,"LA SOCIEDAD PERUANA ES MULTICULTURAL, HISTORICAMENTE CON DESIGUALDADES DE GRANDES SECTORES  QUE HAN PROVOCADO POBREZA Y POBREZA EXTREMA, QUE SE HAN PROFUNDIZADO CON EL FENOMENO DE LA PANDEMIA Y DE LA CORRUPCION EN LOS ULTIMOS AÑOS. UNA SOCIEDAD QUE ADOLECE DE EDUCACION, SALUD Y SEVICIOS DE CALIDAD.","LOGRAR UNA SOCIEDAD LIBRE, DEMOCRATICA Y EQUITATIVA A TRAVES DE UN GOBIERNO HONRADO, ABIERTO Y TRANSPARENTE QUE DICTE MEDIDAS PARA ATENDER A LOS SECTORES POSTERGADOS Y RESUELVA LAS NECESIDADES DE TODOS LOS PERUANOS.","CONSTRUIR UN PAIS DESARROLLADO A TRAVES DEL FORTALECIMIENTO DE LA EDUCACION, LA CIENCIA, LA TECNOLOGIA Y LA SALUD; FORTALECER EL APARATO PRODUCTIVO NACIONAL; CONSEGUIR QUE LOS PERUANOS CUENTEN CON EMPLEO DIGNO Y SEGURIDAD PARA QUE VIVAN CON BIENESTAR.","GOBIERNO TRANSPARENTE, POBREZA Y POBREZA EXTREMA, CALIDAD DE SERVICIOS PUBLICOS, SALUD, NUTRICION Y EDUCACION, ESTADISTICAS DE SERVICIOS DE AGUA, GAS Y LA CALIDAD DEL GASTO PUBLICO.",,,1,1,100,2021-02-21 12:00:47
16511,125507,UNA ECONOMIA SOCIAL DE MERCADO QUE SE HA DESNATURALIZADO COMPLETAMENTE LO QUE HA OCASIONADO DESIGUALDAD EN LA DISTRIBUCION DE LA RIQUEZA Y FALTA DE CRECIMIENTO ECONÓMICO PARA TODOS LOS PERUANOS. EXISTENCIA DE MONOPOLIOS Y OLIGOPOLIOS QUE EVITAN LA COMPETENCIA Y GENERAN INFORMALIDAD.,"CONSEGUIR QUE EL ESTADO TENGA UNA ECONOMIA QUE ESTE AL SERVICIO DE LOS MILLONES DE PERUANOS, ESTABLECIENDO MEDIDAS QUE DISTRIBUYAN MEJOR NUESTRA RIQUEZA, DESAROLLO DE CAPACIDADES, APOYANDO EL EMPRENDIMIENTO Y LAS PYMES, INTRODUCIR TECNOLOGIA PARA FORTALECER LA INDUSTRIA Y LA AGRICULTURA NACIONAL","ALCANZAR UNA ECONOMIA FUERTE, INTEGRADA, COMPETITIVA Y DIVERSIFICADA QUE ESTE AL SERVICIO DE TODOS LOS PERUANOS Y NO SOLO DE PEQUEÑOS GRUPOS, LOGRAR LA REDISTRIBUCION DE LOS ESCASOS RECURSOS QUE ADMINISTRA EL ESTADO, SITUACION AGRAVADA POR LA PANDEMIA.","NIVEL DE INVERSIONES PUBLICA Y PRIVADA, DISTRIBUCION DE LA RIQUEZA, NIVEL DE SUELDOS Y PENSIONES, FORMALIDAD E INFORMALIDAD, NIVEL DE INDUSTRIA Y EXPORTACION, NIVEL DE MATERIAS PRIMAS Y PRODUCTOS ELABORADOS,",,,1,2,100,2021-02-21 12:00:47
16511,125509,"EL CALENTAMIENTO GLOBAL QUE AFECTA AL PAIS, AREAS DEPREDADAS NATURALES POR ACTIVIDADES ILEGALES QUE DESTRUYEN NUESTROS BOSQUES AMAZÓNICOS, EL AGUA Y EN GENERAL NUESTRA MEGADIVERSIDAD A CAUSA DE EMISION DE GASES DE EFECTO INVERNADERO.","MANEJAR RACIONAL Y SOSTENIBLEMENTE NUESTROS RECURSOS NATURALES, LA PROTECCION A LA MEGADIVERSIDAD QUE CUENTA EL PAIS Y EL COMBATE A LAS PRACTICAS ILICITAS, PROTECCION DEL AGUA, TIERRA  Y OXIGENO  Y PROMOVER EL USO DE ENERGIAS LIMPIAS.","ALCANZAR UN MEDIO AMBIENTE SALUDABLE, CON AGUA SANA PARA EL CONSUMO HUMANO Y PARA LA ACTIVIDAD AGROPECUARIA, USO RACIONAL DE LOS RECURSOS NATURALES, LA PROTECCION DE LOS ECOSISTEMAS, EL ORDENAMIENTO DE LOS TERRITORIOS Y USO DE ENERGIAS LIMPIAS.","POBLACION Y OCUPACION DE TERRITORIO, NIVELES DE EMISON DE GASES Y OTROS ELEMENTOS CONTAMINANTES, NIVELES DE CONTAMINACION DE FUENTES DE AGUA Y RIOS, PRODUCCION DE ENERGIAS, NIVELES DE ACTIVIDADES MINERAS Y DE TALA FORESTAL.",,,1,3,100,2021-02-21 12:00:47
16511,125510,"LAS INSTITUCIONES DEL ESTADO NO PRESTAN LOS SERVICIOS DE MANERA EFICIENTE A LA POBLACION. CORRUPCION EN EL ESTADO QUE HA PROVOCADO 6 EX PRESIDENTES, CONGRESISTAS, GOBERNADORES Y  ALCALDES PROCESADOS POR DELITOS DE FUNCION. PODER JUDICIAL CUESTIONADO. MOROSIDAD EN OBRAS Y RECONOCIMIENTO DE DERECHOS.",REINSTALAR LA HONRADEZ EN LA POLITICA Y EN LA FUNCION PUBLICA CON UNA DEMOCRACIA GOBERNANTE. DICTADO DE LEYES QUE REFORMEN LAS INSTITUCIONES Y ESTABLEZCAN MECANISMOS DE CONTROL  DE MANERA QUE SEAN MAS EFICIENTES EN LOS SERVICIOS . SANCIONES SEVERAS A FUNCIONARIOS QUE INCURRAN EN ACTOS DE CORRUPCION.,"LOGRAR UN ESTADO EFICIENTE Y PRESENTE EN TODO EL TERRITORIO NACIONAL QUE CUMPLA SUS FUNCIONES CAUTELANDO LOS GRANDES INTERESES NACIONALES, REGULADOR,  HUMANO,  CON AUTORIDAD Y QUE CUENTE CON UNA CONSTITUCION DEL BICENTENARIO DE CONSENSO.","INDICADORES SOBRE LA CORRUPCION, PARTICIPACION CIUDADANA Y DEMOCRACIA, APROBACION CIUDADANA DE LOS PODERES DEL ESTADO, NIVELES DE CONTROL Y SUPERVISION, CARRERA PUBLICA, MERITOCRACIA.",,,1,4,100,2021-02-21 12:00:47
16525,125665,"EDUCACION
DOCENTES CON SALARIOS BAJOS QUE NO CONTRIBUYEN A UNA MEJOR FORMACIÓN PROFESIONAL Y LIMITAN PRESTAR SERVICIOS DE EDUCACIÓN DE CALIDAD DE CARÁCTER HUMANÍSTICO, CIENTÍFICO Y TECNOLÓGICO A LA JUVENTUD ESTUDIOSA.","ATENCIÓN DE SERVICIOS DE EDUCACIÓN DE CALIDAD DE CARÁCTER HUMANÍSTICO, CIENTÍFICO Y TECNOLÓGICO CON SUELDOS DIGNOS PARA LOS MAESTROS. BECAS DE GRADO Y POSGRADO PARA LA JUVENTUD ESTUDIOSA.",SE CUMPLEN LOS ODS DEL MILENIO,MEJORAR NUESTRA POSICIÓN EN LA PRUEBA PISA A NIVEL MUNDIAL,,,1,1,100,2021-02-21 12:00:47
16525,125667,"EDUCACION
EL GASTO PÚBLICO EN EDUCACIÓN EN 2018 ALCANZÓ EL 3,72% DEL PIB; QUE NO CUBRE TODAS LAS DEMANDAS Y NECESIDADES PARA UNA EDUCACIÓN DE CALIDAD.","DESTINANDO EL 6% DEL PBI, COMO RECURSO ASIGNADO AL SECTOR EDUCACIÓN, AL 28 DE JULIO DEL 2030 (MEF);",UBICAR NUESTRA EDUCACIÓN EN LOS PRIMEROS LUGARES DE LA PRUEBA PISA,UNA EDUCACIÓN QUE SATISFACE LAS DEMANDAS DE LA POBLACIÓN Y CONTRIBUYE A LA PRODUCTIVIDAD Y COMPETITIVIDAD DEL PAÍS,,,1,1,100,2021-02-21 12:00:47
16525,125674,"EDUCACION
LA EDUCACIÓN NO ESTÁ ORIENTADA EN FUNCIÓN A LA COSMOVISIÓN DE LOS PUEBLOS ORIGINARIOS, DE LAS COMUNIDADES Y DE LAS REGIONES DEL PAÍS, QUE CONTRIBUYA A SU DESARROLLO SOSTENIDO","ORIENTAR LA EDUCACIÓN PERUANA, SOBRE TODO LA EDUCACIÓN SUPERIOR, HACIA ÁREAS PRIORITARIAS DEL DESARROLLO NACIONAL, CON VALORES TAWANTINSUYANAS",LOGRAR UNA POSICIÓN MEJOR EN EL ÍNDICE DE CALIDAD DE LA EDUCACIÓN SUPERIOR,LA EDUCACIÓN TÉCNICA Y PROFESIONAL CORRESPONDE A LA VOCACIÓN PRODUCTIVA DE LAS REGIONES Y LOS PUEBLOS ORIGINARIOS,,,1,1,100,2021-02-21 12:00:47
16525,125675,"MACROECONOMICA

HASTA LOS PRIMEROS MESES DEL AÑO 2020 EL PERÚ MOSTRABA CIFRAS MACROECONÓMICAS QUE REFLEJABAN UN DISCIPLINADO MANEJO DE LAS FINANZAS PÚBLICAS QUE SE EVIDENCIABA FUNDAMENTALMENTE EN EL INDICADOR INTERNACIONAL RIESGO PAÍS","RECUPERACIÓN PROGRESIVA DEL PBI, MEDIANTE LA INCENTIVACIÓN A LA MAYOR INVERSIÓN, EMPLEO Y CONSUMO.","SALIR DE LA RECESIÓN, HACIA FINES DEL 2022 RECUPERAR EL NIVEL DEL PBI DEL 2019; Y LUEGO RETOMAR EL CRECIMIENTO SOSTENIDO DE 6% EN LOS PRÓXIMOS 10 AÑOS EN PROMEDIO.",MAYOR INVERSIÓN PÚBLICA Y PRIVADO PARA RECUPERAR LOS ÍNDICES DE CRECIMIENTO QUE GARANTICEN UNA ECONOMÍA EN DESARROLLO,,,1,2,100,2021-02-21 12:00:47
16525,125676,"MACROECONOMICA

EL INDICADOR DE REFERENCIA PARA LOS MERCADOS BURSÁTILES AL ANALIZAR LA SEGURIDAD FINANCIERA DE UN PAÍS, ESPECIALMENTE DE AMÉRICA LATINA, ES EL DENOMINADO ÍNDICE DE BONOS DE MERCADOS EMERGENTES (EMBI, POR SUS SIGLAS EN INGLÉS), POPULARMENTE CONOCIDO COMO ""RIESGO PAÍS"".",APROVECHAR EL IMPULSO DE LA DEMANDA EXTERNA YA QUE DEBEMOS BENEFICIARNOS POR LA REANUDACIÓN DE ACTIVIDADES Y PAQUETES DE ESTÍMULO EN OTRAS ECONOMÍAS A NIVEL GLOBAL.,"A NIVEL LIMA METROPOLITANA, INCREMENTAR EL EMPLEO Y LOS 820,00 PUESTOS, DE TRABAJO QUE HAY QUE RECUPERAR HACIA 2021.",REACTIVACIÓN ECONÓMICA PARA LA GENERACIÓN DE EMPLEO E INGRESOS,,,1,2,100,2021-02-21 12:00:47
16525,125677,"EL PBI A PRECIOS CONSTANTES DE 2007 REGISTRÓ EN EL TERCER TRIMESTRE DE 2020 UNA CONTRACCIÓN DE -9,4%, EXPLICADO POR LA REDUCCIÓN DEL CONSUMO DE LAS FAMILIAS (-9,3%), LA CAÍDA DE LA INVERSIÓN BRUTA FIJA (-10,2%) Y EL COMPORTAMIENTO NEGATIVO DE LAS EXPORTACIONES DE BIENES Y SERVICIOS(-25,6%).",MANTENER LA FORTALEZA MACROECONÓMICA DE PERÚ CONSEGUIDA EN LOS ÚLTIMOS AÑOS QUE HA PERMITIDO MANIOBRAR CON MEDIDAS FISCALES Y MONETARIAS Y PALEAR LOS EFECTOS DEL EN CAMPO DE LA ECONOMÍA Y SALUD COVID-19.,"A NIVEL DEL PERÚ, RECUPERAR MÁS DE 1.5 MILLONES DE EMPLEO.",UNA GESTIÓN Y MANEJO FISCAL RESPONSABLE DEL MANEJO MACROECONÓMICO,,,1,2,100,2021-02-21 12:00:47
16525,125679,"DESCENTRALIZACION PLANIFICADA

LA DEBILIDAD DE LA DESCENTRALIZACIÓN EN LA GESTIÓN DE LOS GOBIERNOS REGIONALES Y LOCALES HA CONSOLIDADO UN GOBIERNO CENTRALISTA QUE FOMENTA MALESTAR EN LA POBLACIÓN POR EL MANEJO INDISCRIMINADO DE LOS PRESUPUESTOS POR LOS DIVERSOS SECTORES DE GOBIERNO.","INSTRUIR A LA POBLACIÓN EN TALLERES, SEMINARIOS, CONFERENCIAS, FOLLETOS, EN LA COMPRENSIÓN DE LOS ALCANCES DE LA LEY DE DESCENTRALIZACIÓN Y EL EJECUTIVO COORDINARA CON LOS GOBIERNOS REGIONALES Y LOCALES LOS PROGRAMAS Y PROYECTOS QUE REALICEN EN LOS RESPECTIVOS TERRITORIOS.","EL 70% DE LA POBLACIÓN ANDINA, EL 90% DE LA COSTEÑA Y 60% DE LA REGIÓN AMAZÓNICA SE SIENTEN INFORMADOS Y PARTICIPAN.",LA POBLACIÓN CUENTA CON INFORMACIÓN SUFICIENTE PARA ANALIZAR Y TOMAR SUS PROPIAS DECISIONES Y LA POBLACIÓN PARTICIPA EN SUS RESPECTIVAS REGIONES Y COMUNIDADES LOS PROYECTOS DE DESARROLLO,,,1,3,100,2021-02-21 12:00:47
16525,125680,"NO SE PERCIBE QUE EL AGUA SEA UN DERECHO FUNDAMENTAL DE LA PERSONA HUMANA, ASÍ COMO LO ES PARA EL USO AGRÍCOLA QUE ES VIDA Y ES INSUFICIENTE.","EL APROVISIONAMIENTO OPORTUNO DEL AGUA A PRECIOS ACCESIBLES PARA EL CONSUMO HUMANO, PARA EL AGRÍCOLA ES GRATUITO EN EL TIEMPO, SERÁ RESPONSABILIDAD DE NUESTRO GOBIERNO, SE COORDINARÁ LAS MEDIDAS PERTINENTES CON LOS GOBIERNOS REGIONALES Y LOCALES",SEDAPAL MEJORA SU GESTIÓN CUMPLIMIENTO DE PLANES EN 100%.,REDUCIR LA FALTA DE AGUA PARA CONSUMO HUMANO EXISTENTE EN MUCHAS CIUDADES DEL PAÍS.,,,1,3,100,2021-02-21 12:00:47
16525,125681,"EL USO INDISCRIMINADO DE FERTILIZANTES QUÍMICOS, AGROQUÍMICOS EN LA AGRICULTURA, QUÍMICOS NOCIVOS SON ALTAMENTE CONTAMINANTE PARA LA TIERRA Y LOS RÍOS.","LA POBLACIÓN URBANA Y RURAL PARTICIPA EN LA FORMULACIÓN DEL PLAN CON ENFOQUE TERRITORIAL PARA EL DESARROLLO SOSTENIBLE Y DE GESTIÓN AMBIENTAL, EL USO EFICIENTE DEL SUELO, SUBSUELO, AGUA Y AIRE.",EL 100% DE LOS PERUANOS HAN CONSTRUIDO Y FORMULADO EL PLAN DE ORDENAMIENTO TERRITORIAL.,SE CUENTA CON UN PLAN DE ORDENAMIENTO TERRITORIAL,,,1,3,100,2021-02-21 12:00:47
16525,125682,"NUEVA CONSTITUCION
EL ESTADO, ES BUROCRÁTICO, INSENSIBLE, EXCLUYENTE,  FORMALISTA,  RENTISTA Y RECAUDADORA",ELECCIÓN E INSTALACIÓN DE UNA CONSTITUYENTE REDACTORA,REFUNDAR LA REPÚBLICA CON PARTICIPACIÓN DE LOS PUEBLOS ORIGINARIOS,UNA CONSTITUCIÓN POLÍTICA QUE RESPONDA A LA REALIDAD E HISTORIA DE LOS PUEBLOS ORIGINARIOS,,,1,4,100,2021-02-21 12:00:47
16525,125683,"NO SE HA LOGRADO UN ESTADO DE BIENESTAR, HAY DEMASIADA DESIGUALDAD, POBREZA, POBREZA EXTREMA, DISCRIMINACIÓN; LA ECONOMÍA SOCIAL DE MERCADO NO HA FUNCIONADO","PLANTEAR LA REFUNDACIÓN DE LA NACIÓN, EN BASE A LOS PRINCIPIOS Y VALORES DEL TAWANTINSUYU DEL (AMA SUA, AMA QILLA Y AMA LLULLA)",EL PAÍS CUENTA CON UNA NUEVA CONSTITUCIÓN POLÍTICA MÁS JUSTA,UNA CONSTITUYENTE INCLUYENTE DE LOS REPRESENTANTES DE LOS PUEBLOS ORIGINARIOS,,,1,4,100,2021-02-21 12:00:47
16525,125684,"NUEVO MODELO DE DESCENTRALIZACION
LA DESCENTRALIZACIÓN NO HA CONTRIBUIDO AL DESARROLLO DE LAS POTENCIALIDADES Y REALIDADES DE LAS REGIONES DEL PAÍS.",GENERAR LAS CONDICIONES PARA INSTAURAR UN ESTADO TAWANTINSUYANO BASADO EN EL SISTEMA CONFEDERATIVO QUE RECOJA LAS REALIDADES Y POTENCIALIDADES DE NUESTRA BIODIVERSIDAD Y EL ECOSISTEMA GEOGRÁFICO ANDINO.,SE CUENTA CON UN ESTADO EFICIENTE E INCLUSIVO,LA POBLACIÓN INTERNALIZA LAS BONDADES Y BENEFICIOS DE UN ESTADO DESCENTRALIZADO Y DEL TIPO FEDERAL,,,1,4,100,2021-02-21 12:00:47
16479,125554,"SALUD Y EDUCACIÓN PÚBLICA SOMETIDA A LÓGICAS MERCANTILISTAS CON BAJA INVERSIÓN, PRECARIZACIÓN DE PROFESIONALES Y DÉFICIT DE INFRAESTRUCTURA. AUSENCIA DE POLÍTICA DE VIVIENDAS, RECARGA DEL TRABAJO DE CUIDADOS Y EN LAS MUJERES. DESPROTECCIÓN ESTATAL CRISIS DE PROGRAMAS SOCIALES. ABANDONO DE LA CULTURA","FORTALECER LA EDUCACIÓN PÚBLICA DE CALIDAD CON ENFOQUE DE DERECHOS, GÉNERO E INTERCULTURALIDAD
FORTALECER LA INVESTIGACIÓN CIENTÍFICA EN EL PERÚ EN COORDINACIÓN CON UNIVERSIDADES 
MEJORAR LA CAPACIDAD Y CALIDAD DEL SISTEMA DE SALUD. CREAR EL SISTEMA PERUANO DE CUIDADOS SPC QUE PROMUEVA LA IGUALDAD","NUEVA CONSTITUCIÓN GARANTIZA DERECHO A LA EDUCACIÓN Y LA SALUD 
ESCUELAS PÚBLICAS CON SERVICIOS BÁSICOS
75% DE REDES LOCALES DE SALUD FORTALECIDAS.
PLAN VIVIENDA DIGNA 
SISTEMA DE CUIDADOS FUNCIONANDO
LEY MATRIMONIO IGUALITARIO LEY INTEGRAL TRANS 
PRESUPUESTO CULTURA, ARTE, DEPORTE INCREMENTADO",". PROYECTO DE REFORMA EDUCATIVA
. RECONSTRUCCIÓN DEL SISTEMA PÚBLICO DE SALUD.
. NIVEL DE INVERSIÓN PRESUPUESTAL EN EDUCACIÓN Y SALUD EN TODOS LOS NIVELES DE GOBIERNO. 
. APOYO A LA CULTURA, ARTE Y DEPORTE
. IMPLEMENTACIÓN SISTEMA DE CUIDADOS. 
. LEGISLACIÓN IGUALITARIA APROBADA
. NÚMERO DE VIVIENDA",,,1,1,100,2021-02-21 12:00:47
16479,125555,"ECONOMÍA EN RECESIÓN. ESCASEZ DE
 EMPLEOS DIGNOS. POCA DIVERSIFICACIÓN PRODUCTIVA. RETRASO TECNOLÓGICO. INEQUIDAD SOCIAL Y DE GÉNERO. AGRICULTURA FAMILIAR CON POCO ACCESO A CRÉDITO, SANIDAD Y TITULACIÓN. SEGURIDAD SOCIAL CON BAJA COBERTURA Y PRESTACIONES INSUFICIENTES. BAJA PRESIÓN TRIBUTARIA.","REACTIVACIÓN ECONÓMICA DIVERSIFICADA Y GENERACIÓN DE EMPLEOS DIGNOS. NUEVO MODELO DE DESARROLLO EQUITATIVO Y AMBIENTALMENTE SOSTENIBLE Y QUE INCORPORA LA ECONOMÍA DE CUIDADO. INNOVACIÓN ACELERADA Y ADOPCIÓN TICS.
SEGUNDA REFORMA AGRARIA. SEGURIDAD SOCIAL UNIVERSAL CON ENFOQUE DE GÉNERO.","CRECIMIENTO Y GENERACIÓN DE EMPLEOS ACELERADOS. INCREMENTAR EL INGRESO MEDIO AGRARIO HASTA 30%. MAYOR CRÉDITO A PYMES. ELEVAR LA RECAUDACIÓN A 18% DEL PBI. MÁS PRESUPUESTO PARA SALUD, EDUCACIÓN Y PROTECCIÓN SOCIAL. 65,000 KM MEJORADOS DE LA RED VIAL VECINAL Y 
23,500 KM DE LA RED DEPARTAMENTAL.","AUMENTAR FUERTE Y RÁPIDO LA INVERSIÓN PÚBLICA. ALTO CRECIMIENTO Y GENERACIÓN MASIVA DE EMPLEOS.  
ENTREGA DE 6 BONOS UNIVERSALES. PROGRAMAS SOCIALES Y DE EMPLEO MASIVOS. APOYO A ECONOMÍAS SOLIDARIAS.
ACCESO A CRÉDITO BARATO DE MYPES Y AGRO.
AMPLIACIÓN DE SEGURIDAD SOCIAL CON APOYO A CUIDADOS.",,,1,2,100,2021-02-21 12:00:47
16479,125560,". DÉBIL INSTITUCIONALIDAD Y NORMATIVA AMBIENTAL.
. DEPENDENCIA DE ACTIVIDADES BASADAS EN EXTRACCIÓN DE RECURSOS NATURALES
. LA DEFORESTACIÓN DE BOSQUES GENERA PÉRDIDA DE BIODIVERSIDAD Y CONOCIMIENTOS TRADICIONALES.","FORTALECER INSTITUCIONALIDAD PARA PROTEGER LA NATURALEZA Y CUIDAR LA SALUD DE LA GENTE.
TRANSITAR HACIA ECONOMÍA ECOLÓGICA 
PROMOVER EVALUACIÓN MULTICRITERIO  DE PROYECTOS DE INVERSIÓN 
REGULARIZAR DERECHOS SOBRE LOS TERRITORIOS EN LOS QUE SE UBICAN LOS BOSQUES
FORTALECER EL MANEJO FORESTAL","ORGANISMOS REGULADORES,FISCALIZADORES FORTALECIDOS 
ECONOMÍA BAJA EN CARBONO
ACUERDO ESCAZÚ RATIFICADO
PLAN DESCARBONIZACIÓN 
SE ELIMINAN SUBVENCIONES ENERGÍAS FÓSILES Y SE TRASLADAN A LAS RENOVABLES.
SE REMEDIAN PASIVOS AMBIENTALES
DEFORESTACIÓN REDUCIDA 50%.
REGULARIZAR DERECHOS TERRITORIALES PPII","DIVERSIFICACIÓN ECONÓMICA CON  ÉNFASIS EN ACTIVIDADES BAJAS EN CARBONO.
IMPULSAR FONDO DE REMEDIACIÓN DE PASIVOS AMBIENTALES. 
ESTABLECIMIENTO DE SISTEMA NACIONAL DE VEEDURÍAS CON  PARTICIPACIÓN DE LA POBLACIÓN",,,1,3,100,2021-02-21 12:00:47
16479,125561,"BAJAS CAPACIDADES ESTATALES.ESTADO NO GARANTIZA DERECHOS ES CENTRALISTA Y HOMOGENEIZADOR DE  IDENTIDADES ÉTNICAS Y CULTURALES. 
PROBLEMAS DE CORRUPCIÓN Y FALTA DE TRANSPARENCIA, RENDICIÓN DE CUENTAS EN DECISIONES GUBERNAMENTALES. CORRUPCIÓN, INSEGURIDAD CIUDADANA Y CRIMINALIZACION PROTESTA SOCIAL","CONSTRUIR ESTADO NACIÓN SOBERANO QUE RESPETA PLURALIDAD DE CULTURAS Y GARANTIZA EJERCICIO DE DERECHOS CON POLÍTICAS NACIONALES FINANCIADAS PARA SALUD, EDUCACIÓN, CUIDADOS, SEGURIDAD ALIMENTARIA. ESTADO EFICIENTE QUE LLEGA A POBLACIÓN Y TERRITORIO DE FORMA DEMOCRÁTICA, DESCENTRALIZADA Y PARTICIPATIVA","NUEVA CONSTITUCIÓN DEMOCRÁTICA Y REPRESENTATIVA APROBADA
ESTADO FORTALECIDO EN SUS CAPACIDADES DE PLANIFICACIÓN, REGULACIÓN, RECAUDACIÓN Y PROTECCIÓN FORTALECIDAS
GESTIÓN DESCENTRALIZADA EN BASE AL DESARROLLO TERRITORIAL
POLÍTICAS DE IGUALDAD CONSOLIDADAS
LUCHA CONTRA LA CORRUPCIÓN","IMPULSAR PROCESO CONSTITUYENTE 
GARANTÍAS INSTITUCIONALES DERECHOS ECONÓMICOS, SOCIALES, CULTURALES AMBIENTALES.
PLANES DE DESARROLLO CONCERTADO Y ORDENAMIENTO TERRITORIAL ACTUALIZADOS Y ARTICULADOS AL CEPLAN FORTALECIDO.
DISMINUCIÓN DEL DELITO
ESTRATEGIA DE GOBIERNO ABIERTO Y TRANSPORTE",,,1,4,100,2021-02-21 12:00:47
